Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Fadrozole_DESeq_normData
Work Source: Fadrozole_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:42.32
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 278
Total Run Time: 18 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-9748784	Drug ADME	59	67	4	4	4	4	4	4	4	4	4	38	63	4797	0.99976	0.0024148	0.0024148	5.97	791732;402939;103909721;100034366	sult1st2;zgc:77938;fo904880.1;cyp2p8	ENSDARG00000041540;ENSDARG00000088366;ENSDARG00000110366;ENSDARG00000042982		0.361501075	0.422917	0.0590363	0.2151550152944519	0.38916764928559544	0.158616649742945	0.20257735	0.248255	0.0270844	0.11981425779968757	0.22516133282869635	0.08645464750298068	0.6488182499999999	0.7226405	0.128682	0.39231039266748563	0.6764015251399559	0.2999272106636477	2.5	0.5128035			0.2787575		0.9440265		0.484473;0.0590363;0.361361;0.541134	0.2708;0.0270844;0.22571;0.286715	0.866743;0.128682;0.578538;1.02131	3	1	3	791732;103909721;100034366	ENSDARG00000041540;ENSDARG00000110366;ENSDARG00000042982	0.46232266666666666	0.484473	0.09191061327362218	0.261075	0.2708	0.03164386551924375	0.8221970000000001	0.866743	0.224722096339011	0.484473;0.361361;0.541134	0.2708;0.22571;0.286715	0.866743;0.578538;1.02131	1	402939	ENSDARG00000088366	0.0590363	0.0590363		0.0270844	0.0270844		0.128682	0.128682		0.0590363	0.0270844	0.128682	0						Linear,3(0.75);Poly 2,1(0.25)	3.5332326720695657	14.421393871307373	2.5222814083099365	4.250180721282959	0.788048392545858	3.8244658708572388	0.15064916001143708	0.5723529899885629	0.08515937735630616	0.3199953226436938	0.26435406518586413	1.0332824348141356	UP	0.75	0.25	0.0	
R-DRE-9753281	Paracetamol ADME	23	27	1	1	1	1	1	1	1	1	1	41	26	4834	0.97803	0.20781	0.20781	3.7	791732	sult1st2	ENSDARG00000041540		0.484473	0.484473	0.484473		0.48447300000000004		0.2708	0.2708	0.2708		0.2708		0.866743	0.866743	0.866743		0.866743										0.484473	0.2708	0.866743	1	0	1	791732	ENSDARG00000041540	0.484473	0.484473		0.2708	0.2708		0.866743	0.866743		0.484473	0.2708	0.866743	0															0						Linear,1(1)	3.525975465774536	3.525975465774536	3.525975465774536	3.525975465774536	0.0	3.525975465774536	0.484473	0.484473	0.2708	0.2708	0.866743	0.866743	UP	1.0	0.0	0.0	
R-DRE-15869	Metabolism of nucleotides	53	53	2	2	1	2	2	2	2	1	1	41	52	4808	0.92494	0.36777	0.36777	1.89	436652	entpd8	ENSDARG00000005565		0.447263	0.447263	0.447263		0.447263		0.258824	0.258824	0.258824		0.258824		0.772895	0.772895	0.772895		0.772895										0.447263	0.258824	0.772895	1	0	1	436652	ENSDARG00000005565	0.447263	0.447263		0.258824	0.258824		0.772895	0.772895		0.447263	0.258824	0.772895	0															0						Linear,1(1)	2.7186086177825928	2.7186086177825928	2.7186086177825928	2.7186086177825928	0.0	2.7186086177825928	0.447263	0.447263	0.258824	0.258824	0.772895	0.772895	UP	1.0	0.0	0.0	
R-DRE-1266738	Developmental Biology	199	204	1	1	0	1	1	1	1	0	0	42	204	4656	0.16647	1.0	0.4201	0.0																																		0	0	0															0															0																							
R-DRE-392499	Metabolism of proteins	935	977	5	4	2	5	5	5	5	2	2	40	975	3885	0.00557	0.99902	0.010401	0.2	553356;101884611	sec16b;areg	ENSDARG00000099554;ENSDARG00000076853		0.08206415	0.08206415	0.0736326	0.011924012361826875	0.08528651195171208	0.011018840125408796	0.027933899999999998	0.027933899999999998	0.027717	3.067429216788037E-4	0.027851005359355474	2.8345754021490556E-4	0.24403199999999997	0.24403199999999997	0.192597	0.07274007458066029	0.2636893805511811	0.06721825071907264									0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0	2	0															2	553356;101884611	ENSDARG00000099554;ENSDARG00000076853	0.08206415	0.08206415	0.011924012361826875	0.027933899999999998	0.027933899999999998	3.067429216788037E-4	0.24403199999999997	0.24403199999999997	0.07274007458066029	0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0						Poly 2,2(1)	2.1316575776776787	4.334736585617065	1.775550365447998	2.5591862201690674	0.5541142268541843	2.1673682928085327	0.06553831200000002	0.09858998799999999	0.027508775999999995	0.028359024	0.1432194	0.34484459999999995	DOWN	0.0	1.0	0.0	
R-DRE-597592	Post-translational protein modification	721	752	5	4	2	5	5	5	5	2	2	40	750	4110	0.033283	0.99229	0.053779	0.27	553356;101884611	sec16b;areg	ENSDARG00000099554;ENSDARG00000076853		0.08206415	0.08206415	0.0736326	0.011924012361826875	0.08528651195171208	0.011018840125408796	0.027933899999999998	0.027933899999999998	0.027717	3.067429216788037E-4	0.027851005359355474	2.8345754021490556E-4	0.24403199999999997	0.24403199999999997	0.192597	0.07274007458066029	0.2636893805511811	0.06721825071907264									0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0	2	0															2	553356;101884611	ENSDARG00000099554;ENSDARG00000076853	0.08206415	0.08206415	0.011924012361826875	0.027933899999999998	0.027933899999999998	3.067429216788037E-4	0.24403199999999997	0.24403199999999997	0.07274007458066029	0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0						Poly 2,2(1)	2.1316575776776787	4.334736585617065	1.775550365447998	2.5591862201690674	0.5541142268541843	2.1673682928085327	0.06553831200000002	0.09858998799999999	0.027508775999999995	0.028359024	0.1432194	0.34484459999999995	DOWN	0.0	1.0	0.0	
R-DRE-1257604	PIP3 activates AKT signaling	142	159	2	2	2	1	1	1	2	1	1	41	158	4702	0.60234	0.75113	1.0	0.63	101884611	areg	ENSDARG00000076853		0.0904957	0.0904957	0.0904957		0.0904957		0.027717	0.027717	0.027717		0.027717		0.295467	0.295467	0.295467		0.295467										0.0904957	0.027717	0.295467	0	1	0															1	101884611	ENSDARG00000076853	0.0904957	0.0904957		0.027717	0.027717		0.295467	0.295467		0.0904957	0.027717	0.295467	0						Poly 2,1(1)	1.775550365447998	1.775550365447998	1.775550365447998	1.775550365447998	0.0	1.775550365447998	0.0904957	0.0904957	0.027717	0.027717	0.295467	0.295467	DOWN	0.0	1.0	0.0	
R-DRE-1280218	Adaptive Immune System	311	362	2	1	1	2	2	2	2	1	1	41	361	4499	0.17217	0.96069	0.36734	0.28	100331505	si:cabz01074946.1	ENSDARG00000090396		0.0600605	0.0600605	0.0600605		0.0600605		0.0278691	0.0278691	0.0278691		0.0278691		0.129436	0.129436	0.129436		0.129436										0.0600605	0.0278691	0.129436	0	1	0															1	100331505	ENSDARG00000090396	0.0600605	0.0600605		0.0278691	0.0278691		0.129436	0.129436		0.0600605	0.0278691	0.129436	0						Poly 2,1(1)	2.629856824874878	2.629856824874878	2.629856824874878	2.629856824874878	0.0	2.629856824874878	0.0600605	0.0600605	0.0278691	0.0278691	0.129436	0.129436	DOWN	0.0	1.0	0.0	
R-DRE-162582	Signal Transduction	1196	1356	15	14	7	14	14	13	15	6	6	36	1350	3510	0.032351	0.98772	0.056333	0.44	793710;569259;557062;402939;30719;101884611	aplnr2;hpn;fmnl1a;zgc:77938;gbp;areg	ENSDARG00000004447;ENSDARG00000027609;ENSDARG00000055713;ENSDARG00000088366;ENSDARG00000040059;ENSDARG00000076853		0.18503635	0.074766	0.0351088	0.19632820191708322	0.17549418399729957	0.2006960164528075	0.10136231666666666	0.027565399999999997	0.0210847	0.11770663937492087	0.09082389420865633	0.11760575355549205	0.35010815	0.2120745	0.0584609	0.3272860525143946	0.35824697998975835	0.3400891755581628									0.0351088;0.48891;0.377825;0.0590363;0.0588423;0.0904957	0.0210847;0.272102;0.232772;0.0270844;0.0274138;0.027717	0.0584609;0.878469;0.613268;0.128682;0.126302;0.295467	2	4	2	569259;557062	ENSDARG00000027609;ENSDARG00000055713	0.4333675	0.4333675	0.07854895678810751	0.252437	0.252437	0.027810509704066493	0.7458685	0.7458685	0.18752542547745377	0.48891;0.377825	0.272102;0.232772	0.878469;0.613268	4	793710;402939;30719;101884611	ENSDARG00000004447;ENSDARG00000088366;ENSDARG00000040059;ENSDARG00000076853	0.060870775	0.0589393	0.0227214696304875	0.025824975	0.0272491	0.003170724516967689	0.15222797500000002	0.127492	0.10088979425658386	0.0351088;0.0590363;0.0588423;0.0904957	0.0210847;0.0270844;0.0274138;0.027717	0.0584609;0.128682;0.126302;0.295467	0						Linear,2(0.34);Poly 2,4(0.67)	1.9341934772797247	11.80321478843689	1.583269715309143	2.5222814083099365	0.40784907856195834	1.7583552598953247	0.02794107050711306	0.342131629492887	0.007177389436593254	0.19554724389674005	0.08822476599393131	0.6119915340060686	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-1640170	Cell Cycle	371	392	3	2	1	2	2	1	3	0	0	42	392	4468	0.029721	1.0	0.046142	0.0																																		0	0	0															0															0																							
R-DRE-199418	Negative regulation of the PI3K/AKT network	59	69	2	2	2	1	1	1	2	1	1	41	68	4792	0.88255	0.45004	0.45004	1.45	101884611	areg	ENSDARG00000076853		0.0904957	0.0904957	0.0904957		0.0904957		0.027717	0.027717	0.027717		0.027717		0.295467	0.295467	0.295467		0.295467										0.0904957	0.027717	0.295467	0	1	0															1	101884611	ENSDARG00000076853	0.0904957	0.0904957		0.027717	0.027717		0.295467	0.295467		0.0904957	0.027717	0.295467	0						Poly 2,1(1)	1.775550365447998	1.775550365447998	1.775550365447998	1.775550365447998	0.0	1.775550365447998	0.0904957	0.0904957	0.027717	0.027717	0.295467	0.295467	DOWN	0.0	1.0	0.0	
R-DRE-199991	Membrane Trafficking	307	315	2	2	2	2	2	2	2	2	2	40	313	4547	0.48751	0.76261	1.0	0.63	553356;101884611	sec16b;areg	ENSDARG00000099554;ENSDARG00000076853		0.08206415	0.08206415	0.0736326	0.011924012361826875	0.08528651195171208	0.011018840125408796	0.027933899999999998	0.027933899999999998	0.027717	3.067429216788037E-4	0.027851005359355474	2.8345754021490556E-4	0.24403199999999997	0.24403199999999997	0.192597	0.07274007458066029	0.2636893805511811	0.06721825071907264									0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0	2	0															2	553356;101884611	ENSDARG00000099554;ENSDARG00000076853	0.08206415	0.08206415	0.011924012361826875	0.027933899999999998	0.027933899999999998	3.067429216788037E-4	0.24403199999999997	0.24403199999999997	0.07274007458066029	0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0						Poly 2,2(1)	2.1316575776776787	4.334736585617065	1.775550365447998	2.5591862201690674	0.5541142268541843	2.1673682928085327	0.06553831200000002	0.09858998799999999	0.027508775999999995	0.028359024	0.1432194	0.34484459999999995	DOWN	0.0	1.0	0.0	
R-DRE-212436	Generic Transcription Pathway	455	490	5	3	1	4	4	3	5	0	0	42	490	4370	0.011762	1.0	0.0188	0.0																																		0	0	0															0															0																							
R-DRE-2262752	Cellular responses to stress	314	351	1	0	0	1	1	0	1	0	0	42	351	4509	0.04354	1.0	0.07132	0.0																																		0	0	0															0															0																							
R-DRE-3700989	Transcriptional Regulation by TP53	202	211	3	1	0	3	3	2	3	0	0	42	211	4649	0.15632	1.0	0.26114	0.0																																		0	0	0															0															0																							
R-DRE-372790	Signaling by GPCR	273	378	5	5	1	5	5	5	5	1	1	41	377	4483	0.15383	0.96613	0.37376	0.26	793710	aplnr2	ENSDARG00000004447		0.0351088	0.0351088	0.0351088		0.0351088		0.0210847	0.0210847	0.0210847		0.021084700000000005		0.0584609	0.0584609	0.0584609		0.0584609										0.0351088	0.0210847	0.0584609	0	1	0															1	793710	ENSDARG00000004447	0.0351088	0.0351088		0.0210847	0.0210847		0.0584609	0.0584609		0.0351088	0.0210847	0.0584609	0						Poly 2,1(1)	1.7313326597213745	1.7313326597213745	1.7313326597213745	1.7313326597213745	0.0	1.7313326597213745	0.0351088	0.0351088	0.0210847	0.0210847	0.0584609	0.0584609	DOWN	0.0	1.0	0.0	
R-DRE-388396	GPCR downstream signalling	261	364	5	5	1	5	5	5	5	1	1	41	363	4497	0.16978	0.96141	0.36798	0.27	793710	aplnr2	ENSDARG00000004447		0.0351088	0.0351088	0.0351088		0.0351088		0.0210847	0.0210847	0.0210847		0.021084700000000005		0.0584609	0.0584609	0.0584609		0.0584609										0.0351088	0.0210847	0.0584609	0	1	0															1	793710	ENSDARG00000004447	0.0351088	0.0351088		0.0210847	0.0210847		0.0584609	0.0584609		0.0351088	0.0210847	0.0584609	0						Poly 2,1(1)	1.7313326597213745	1.7313326597213745	1.7313326597213745	1.7313326597213745	0.0	1.7313326597213745	0.0351088	0.0351088	0.0210847	0.0210847	0.0584609	0.0584609	DOWN	0.0	1.0	0.0	
R-DRE-5628897	TP53 Regulates Metabolic Genes	53	53	1	0	0	1	1	1	1	0	0	42	53	4807	0.63223	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5633007	Regulation of TP53 Activity	100	107	2	1	0	2	2	1	2	0	0	42	107	4753	0.39421	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5653656	Vesicle-mediated transport	327	338	2	2	2	2	2	2	2	2	2	40	336	4524	0.43861	0.79676	1.0	0.59	553356;101884611	sec16b;areg	ENSDARG00000099554;ENSDARG00000076853		0.08206415	0.08206415	0.0736326	0.011924012361826875	0.08528651195171208	0.011018840125408796	0.027933899999999998	0.027933899999999998	0.027717	3.067429216788037E-4	0.027851005359355474	2.8345754021490556E-4	0.24403199999999997	0.24403199999999997	0.192597	0.07274007458066029	0.2636893805511811	0.06721825071907264									0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0	2	0															2	553356;101884611	ENSDARG00000099554;ENSDARG00000076853	0.08206415	0.08206415	0.011924012361826875	0.027933899999999998	0.027933899999999998	3.067429216788037E-4	0.24403199999999997	0.24403199999999997	0.07274007458066029	0.0736326;0.0904957	0.0281508;0.027717	0.192597;0.295467	0						Poly 2,2(1)	2.1316575776776787	4.334736585617065	1.775550365447998	2.5591862201690674	0.5541142268541843	2.1673682928085327	0.06553831200000002	0.09858998799999999	0.027508775999999995	0.028359024	0.1432194	0.34484459999999995	DOWN	0.0	1.0	0.0	
R-DRE-69278	Cell Cycle, Mitotic	311	331	1	1	1	0	0	0	1	0	0	42	331	4529	0.052389	1.0	0.11307	0.0																																		0	0	0															0															0																							
R-DRE-73857	RNA Polymerase II Transcription	528	563	5	3	1	4	4	3	5	0	0	42	563	4297	0.0058174	1.0	0.012165	0.0																																		0	0	0															0															0																							
R-DRE-74160	Gene expression (Transcription)	589	624	5	3	1	4	4	3	5	0	0	42	624	4236	0.0032007	1.0	0.0047208	0.0																																		0	0	0															0															0																							
R-DRE-8939211	ESR-mediated signaling	101	118	1	1	1	1	1	1	1	1	1	41	117	4743	0.7317	0.64219	1.0	0.85	101884611	areg	ENSDARG00000076853		0.0904957	0.0904957	0.0904957		0.0904957		0.027717	0.027717	0.027717		0.027717		0.295467	0.295467	0.295467		0.295467										0.0904957	0.027717	0.295467	0	1	0															1	101884611	ENSDARG00000076853	0.0904957	0.0904957		0.027717	0.027717		0.295467	0.295467		0.0904957	0.027717	0.295467	0						Poly 2,1(1)	1.775550365447998	1.775550365447998	1.775550365447998	1.775550365447998	0.0	1.775550365447998	0.0904957	0.0904957	0.027717	0.027717	0.295467	0.295467	DOWN	0.0	1.0	0.0	
R-DRE-8953897	Cellular responses to stimuli	314	351	1	0	0	1	1	0	1	0	0	42	351	4509	0.04354	1.0	0.07132	0.0																																		0	0	0															0															0																							
R-DRE-9006925	Intracellular signaling by second messengers	158	175	2	2	2	1	1	1	2	1	1	41	174	4686	0.55431	0.78419	1.0	0.57	101884611	areg	ENSDARG00000076853		0.0904957	0.0904957	0.0904957		0.0904957		0.027717	0.027717	0.027717		0.027717		0.295467	0.295467	0.295467		0.295467										0.0904957	0.027717	0.295467	0	1	0															1	101884611	ENSDARG00000076853	0.0904957	0.0904957		0.027717	0.027717		0.295467	0.295467		0.0904957	0.027717	0.295467	0						Poly 2,1(1)	1.775550365447998	1.775550365447998	1.775550365447998	1.775550365447998	0.0	1.775550365447998	0.0904957	0.0904957	0.027717	0.027717	0.295467	0.295467	DOWN	0.0	1.0	0.0	
R-DRE-9006931	Signaling by Nuclear Receptors	138	155	2	2	2	2	2	2	2	2	2	40	153	4707	0.85389	0.38538	0.38538	1.29	402939;101884611	zgc:77938;areg	ENSDARG00000088366;ENSDARG00000076853		0.074766	0.074766	0.0590363	0.022245155072060076	0.08413823396853215	0.01786531234146725	0.0274007	0.0274007	0.0270844	4.473157497786484E-4	0.027589161166090056	3.592438694699107E-4	0.2120745	0.2120745	0.128682	0.11793480450019823	0.26176228941879487	0.09471465186467704									0.0590363;0.0904957	0.0270844;0.027717	0.128682;0.295467	0	2	0															2	402939;101884611	ENSDARG00000088366;ENSDARG00000076853	0.074766	0.074766	0.022245155072060076	0.0274007	0.0274007	4.473157497786484E-4	0.2120745	0.2120745	0.11793480450019823	0.0590363;0.0904957	0.0270844;0.027717	0.128682;0.295467	0						Poly 2,2(1)	2.11623195238315	4.297831773757935	1.775550365447998	2.5222814083099365	0.5280185841301792	2.1489158868789673	0.043935788	0.105596212	0.026780752	0.028020648	0.048625200000000035	0.37552379999999996	DOWN	0.0	1.0	0.0	
R-DRE-9006934	Signaling by Receptor Tyrosine Kinases	243	254	3	3	3	2	2	2	3	2	2	40	252	4608	0.62772	0.64855	1.0	0.79	569259;101884611	hpn;areg	ENSDARG00000027609;ENSDARG00000076853		0.28970285	0.28970285	0.0904957	0.28172145325169146	0.2520683050228156	0.2766482591142868	0.1499095	0.1499095	0.027717	0.17280629072027442	0.12682469035775268	0.1696944231259897	0.586968	0.586968	0.295467	0.4122446676453196	0.5318971478975818	0.4048210326791671									0.48891;0.0904957	0.272102;0.027717	0.878469;0.295467	1	1	1	569259	ENSDARG00000027609	0.48891	0.48891		0.272102	0.272102		0.878469	0.878469		0.48891	0.272102	0.878469	1	101884611	ENSDARG00000076853	0.0904957	0.0904957		0.027717	0.027717		0.295467	0.295467		0.0904957	0.027717	0.295467	0						Linear,1(0.5);Poly 2,1(0.5)	2.0855274028153143	4.225170850753784	1.775550365447998	2.449620485305786	0.4766395527466708	2.112585425376892	-0.100743164	0.680148864	-0.0895878	0.3894068	0.01562604000000012	1.15830996	CONFLICT	0.5	0.5	0.0	
R-DRE-9009391	Extra-nuclear estrogen signaling	41	44	1	1	1	1	1	1	1	1	1	41	43	4817	0.94594	0.31634	0.31634	2.27	101884611	areg	ENSDARG00000076853		0.0904957	0.0904957	0.0904957		0.0904957		0.027717	0.027717	0.027717		0.027717		0.295467	0.295467	0.295467		0.295467										0.0904957	0.027717	0.295467	0	1	0															1	101884611	ENSDARG00000076853	0.0904957	0.0904957		0.027717	0.027717		0.295467	0.295467		0.0904957	0.027717	0.295467	0						Poly 2,1(1)	1.775550365447998	1.775550365447998	1.775550365447998	1.775550365447998	0.0	1.775550365447998	0.0904957	0.0904957	0.027717	0.027717	0.295467	0.295467	DOWN	0.0	1.0	0.0	
R-DRE-211945	Phase I - Functionalization of compounds	59	61	8	8	8	8	8	8	8	8	8	34	53	4807	1.0	3.0416E-8	3.0416E-8	13.11	794311;564475;555401;414331;402939;394148;103909721;100034366	fmo5;cyp39a1;aoc1;cyp51;zgc:77938;cyp7a1;fo904880.1;cyp2p8	ENSDARG00000016357;ENSDARG00000017982;ENSDARG00000061355;ENSDARG00000042641;ENSDARG00000088366;ENSDARG00000069018;ENSDARG00000110366;ENSDARG00000042982		0.3091406875	0.382205	0.0590363	0.1872333277178691	0.3110378001225815	0.16964674600227975	0.1687937125	0.2342125	0.0231239	0.11905562108351393	0.17122253499992743	0.11389830374954929	0.61671775	0.7001775	0.128682	0.2892939257447099	0.6278528460094516	0.2394874255578937	2.5	0.24569	5.5	0.444639	0.12441695	0.257797	0.6547985000000001	0.7669995000000001	0.130019;0.0892482;0.432019;0.457259;0.0590363;0.403049;0.361361;0.541134	0.0231239;0.0294074;0.253467;0.262127;0.0270844;0.242715;0.22571;0.286715	0.731059;0.270858;0.73635;0.797649;0.128682;0.669296;0.578538;1.02131	5	3	5	555401;414331;394148;103909721;100034366	ENSDARG00000061355;ENSDARG00000042641;ENSDARG00000069018;ENSDARG00000110366;ENSDARG00000042982	0.43896440000000003	0.432019	0.06733082834630749	0.2541468	0.253467	0.022716574438061486	0.7606285999999999	0.73635	0.16689321673693056	0.432019;0.457259;0.403049;0.361361;0.541134	0.253467;0.262127;0.242715;0.22571;0.286715	0.73635;0.797649;0.669296;0.578538;1.02131	3	794311;564475;402939	ENSDARG00000016357;ENSDARG00000017982;ENSDARG00000088366	0.09276783333333333	0.0892482	0.03562199866547826	0.026538566666666666	0.0270844	0.0031771124599757764	0.37686633333333336	0.270858	0.31486955645843767	0.130019;0.0892482;0.0590363	0.0231239;0.0294074;0.0270844	0.731059;0.270858;0.128682	0						Linear,5(0.63);Poly 2,3(0.38)	2.610922668728364	22.023396372795105	1.5547162294387817	4.250180721282959	0.9723414533265037	2.579276204109192	0.17939461092044018	0.43888676407955984	0.08629237623360178	0.2512950487663982	0.4162472872828413	0.8171882127171586	UP	0.625	0.375	0.0	
R-DRE-373076	Class A/1 (Rhodopsin-like receptors)	119	219	5	5	1	5	5	5	5	1	1	41	218	4642	0.43369	0.85454	1.0	0.46	793710	aplnr2	ENSDARG00000004447		0.0351088	0.0351088	0.0351088		0.0351088		0.0210847	0.0210847	0.0210847		0.021084700000000005		0.0584609	0.0584609	0.0584609		0.0584609										0.0351088	0.0210847	0.0584609	0	1	0															1	793710	ENSDARG00000004447	0.0351088	0.0351088		0.0210847	0.0210847		0.0584609	0.0584609		0.0351088	0.0210847	0.0584609	0						Poly 2,1(1)	1.7313326597213745	1.7313326597213745	1.7313326597213745	1.7313326597213745	0.0	1.7313326597213745	0.0351088	0.0351088	0.0210847	0.0210847	0.0584609	0.0584609	DOWN	0.0	1.0	0.0	
R-DRE-375276	Peptide ligand-binding receptors	70	108	2	2	1	2	2	2	2	1	1	41	107	4753	0.76368	0.60924	0.60924	0.93	793710	aplnr2	ENSDARG00000004447		0.0351088	0.0351088	0.0351088		0.0351088		0.0210847	0.0210847	0.0210847		0.021084700000000005		0.0584609	0.0584609	0.0584609		0.0584609										0.0351088	0.0210847	0.0584609	0	1	0															1	793710	ENSDARG00000004447	0.0351088	0.0351088		0.0210847	0.0210847		0.0584609	0.0584609		0.0351088	0.0210847	0.0584609	0						Poly 2,1(1)	1.7313326597213745	1.7313326597213745	1.7313326597213745	1.7313326597213745	0.0	1.7313326597213745	0.0351088	0.0351088	0.0210847	0.0210847	0.0584609	0.0584609	DOWN	0.0	1.0	0.0	
R-DRE-416476	G alpha (q) signalling events	92	125	2	2	0	2	2	2	2	0	0	42	125	4735	0.33638	1.0	0.62711	0.0																																		0	0	0															0															0																							
R-DRE-418594	G alpha (i) signalling events	129	166	2	2	1	2	2	2	2	1	1	41	165	4695	0.58109	0.76616	1.0	0.6	793710	aplnr2	ENSDARG00000004447		0.0351088	0.0351088	0.0351088		0.0351088		0.0210847	0.0210847	0.0210847		0.021084700000000005		0.0584609	0.0584609	0.0584609		0.0584609										0.0351088	0.0210847	0.0584609	0	1	0															1	793710	ENSDARG00000004447	0.0351088	0.0351088		0.0210847	0.0210847		0.0584609	0.0584609		0.0351088	0.0210847	0.0584609	0						Poly 2,1(1)	1.7313326597213745	1.7313326597213745	1.7313326597213745	1.7313326597213745	0.0	1.7313326597213745	0.0351088	0.0351088	0.0210847	0.0210847	0.0584609	0.0584609	DOWN	0.0	1.0	0.0	
R-DRE-500792	GPCR ligand binding	162	264	5	5	1	5	5	5	5	1	1	41	263	4597	0.33026	0.90321	0.72624	0.38	793710	aplnr2	ENSDARG00000004447		0.0351088	0.0351088	0.0351088		0.0351088		0.0210847	0.0210847	0.0210847		0.021084700000000005		0.0584609	0.0584609	0.0584609		0.0584609										0.0351088	0.0210847	0.0584609	0	1	0															1	793710	ENSDARG00000004447	0.0351088	0.0351088		0.0210847	0.0210847		0.0584609	0.0584609		0.0351088	0.0210847	0.0584609	0						Poly 2,1(1)	1.7313326597213745	1.7313326597213745	1.7313326597213745	1.7313326597213745	0.0	1.7313326597213745	0.0351088	0.0351088	0.0210847	0.0210847	0.0584609	0.0584609	DOWN	0.0	1.0	0.0	
R-DRE-983168	Antigen processing: Ubiquitination & Proteasome degradation	183	193	1	0	0	1	1	1	1	0	0	42	193	4667	0.18373	1.0	0.41199	0.0																																		0	0	0															0															0																							
R-DRE-983169	Class I MHC mediated antigen processing & presentation	211	231	1	0	0	1	1	1	1	0	0	42	231	4629	0.13054	1.0	0.26437	0.0																																		0	0	0															0															0																							
