ENSDARG00000006220	Linear		406731;641488;100379286;100384891;100384896;100384897;100384901	ugt1a1;ugt1a1;ugt1a1;ugt1a1;ugt1a1;ugt1a1;ugt1a1	0.717534	0.482299	1.0675	0.9129208266139606	-77.08752200192991	160.17504400385982	-1	1.4877368603293808	true	1118.07	-144.185		
ENSDARG00000006427	Linear		30708	fabp2	0.993687	0.621768	1.58807	0.7130525495428813	-110.08292200192992	226.16584400385983	-1	1.598163623731038	true	6683.76	-939.371		
ENSDARG00000006491	Linear		567414	agpat9l	1.03153	0.638612	1.6662	0.9088995408278351	-61.002822001929914	128.00564400385983	-1	1.6152687390778753	true	288.805	-34.3228		
ENSDARG00000006522	Linear		494472	otop2	2.28969	0.948364	5.52811	0.0020365365365607735	-39.42932200192991	84.85864400385982	-1	2.414357778237048	true	32.5834	-3.67006		
ENSDARG00000006526	Linear		334613	fn1b	0.875716	0.565752	1.3555	0.5327366761668129	-89.16892200192991	184.33784400385983	-1	1.5478796363070744	true	2033.45	-264.36		
ENSDARG00000006678	Linear		30650	pth2ra	2.16452	0.933975	5.01635	0.007731536389644078	-24.47312200192991	54.94624400385982	-1	2.3175352659332424	true	13.0272	-1.43239		
ENSDARG00000007024	Power		436604	uox	2.76489	3.78575E-8	2.01931E8	0.042725092346799	-69.24292200192991	146.48584400385982	-1	7.303414118734728E7	547.744	-9.68892E-7	17.663	true		
ENSDARG00000007366	Linear		402826	amdhd1	1.6311	0.840195	3.1665	0.29127581286081927	-47.26552200192991	100.53104400385982	-1	1.9413350472211808	true	66.2431	-8.68661		
ENSDARG00000007421	Linear		394052	ftcd	1.24575	0.724477	2.14209	0.017499218844282516	-65.80072200192991	137.60144400385983	-1	1.7195162855411557	true	289.749	-39.1334		
ENSDARG00000007709	Linear		569618	adamts8a	1.32632	0.753108	2.33581	0.010407604319374375	-40.25402200192991	86.50804400385982	1	1.7611285499556504	true	33.8357	6.69387		
ENSDARG00000007988	Linear		560277	masp2	0.944586	0.599221	1.489	0.07912454184244466	-43.46222200192991	92.92444400385982	-1	1.5763566363662156	true	63.9116	-11.6405		
ENSDARG00000008029	Linear		565535	mep1a.2	0.848673	0.552158	1.30442	0.8351646555606645	-77.81502200192992	161.63004400385984	-1	1.537011145360567	true	944.894	-127.964		
ENSDARG00000008403	Linear		100002812	phospho1	1.4685	0.797117	2.70536	0.47561647148265485	-37.07292200192991	80.14584400385982	-1	1.8422640591029924	true	33.2181	-4.89045		
ENSDARG00000008439	Hill		100034473	atxn10	6.2698E-4	5.02019E-60	7.83045E52	0.04977049044956028	-31.14142200192991	72.28284400385982	-1	1.248916873664144E56	0	62.9633	-18.7499	17.9998	6.64893E-4	true	
ENSDARG00000008969	Linear		337315	fgb	1.06109	0.651439	1.72835	0.9585169413836871	-86.94592200192992	179.89184400385983	-1	1.6288401523396667	true	1320.74	-188.122		
ENSDARG00000009160	Linear		368242	kmo	0.704095	0.474776	1.04418	0.20748895647108234	-50.00022200192991	106.00044400385983	-1	1.4830046169140818	true	196.716	-24.1477		
ENSDARG00000010154	Linear		553443	vstm4a	2.29891	0.948998	5.56901	0.036713210947803	-45.70462200192991	97.40924400385983	1	2.4224603213073155	true	56.9826	5.55413		
ENSDARG00000010267	Power		405829	dpydb	2.72174	5.56226E-5	133181.0	0.2790268375963414	-65.44112200192991	138.88224400385982	-1	48932.268538327946	611.107	-1.41069E-6	17.3122	true		
ENSDARG00000010276	Linear		559020	ptgs2b	1.34352	0.758286	2.38042	0.10198901057416321	-50.587722001929905	107.17544400385981	1	1.7717853158307024	true	58.6803	13.1605		
ENSDARG00000010654	Linear		569534	arhgap42b	1.14683	0.687002	1.91443	0.006822297129629451	-26.842922001929914	59.68584400385983	1	1.6693255623709975	true	9.85331	3.16619		
ENSDARG00000010936	Linear		100136865	abcb4	1.06819	0.654481	1.74341	0.9749659350984298	-86.98692200192991	179.97384400385982	-1	1.6321176626976184	true	1511.43	-187.383		
ENSDARG00000011521	Linear		322660	upb1	1.27365	0.734371	2.20894	0.2827251037373265	-60.222622001929906	126.44524400385981	-1	1.7343413615189052	true	206.681	-26.3893		
ENSDARG00000011573	Linear		797269	abcb11a	1.08611	0.662099	1.78166	0.7970417716032061	-51.83342200192992	109.66684400385984	-1	1.64040422957896	true	99.5405	-17.6893		
ENSDARG00000012694	Linear		321046	c3a.1	1.22705	0.717543	2.09834	0.5102259244168849	-97.89692200192991	201.79384400385982	-1	1.7100717308927826	true	1619.07	-337.592		
ENSDARG00000012881	Linear		84703	slc4a1a	1.13201	0.680902	1.88198	0.5201496342790287	-75.2834220019299	156.5668440038598	1	1.6625153105733277	true	233.072	81.0365		
ENSDARG00000013023	Linear		553534	nsun3	1.3461	0.758499	2.38891	0.2506169689007628	-30.981622001929914	67.96324400385983	-1	1.774689221739251	true	29.0816	-3.55456		
ENSDARG00000013522	Linear		378727	pck1	1.25016	0.725993	2.15277	0.2864554912089108	-114.77092200192992	235.54184400385984	-1	1.7220000743808823	true	8287.36	-1020.58		
ENSDARG00000013775	Linear		559426	si:dkey-246g23.4	0.955268	0.604346	1.50996	0.3081473154524713	-34.55792200192991	75.11584400385982	-1	1.580664056682761	true	37.2119	-6.35744		
ENSDARG00000013871	Linear		393654	slc5a1	1.27199	0.733791	2.20494	0.5893452105827757	-82.19842200192991	170.39684400385983	-1	1.7334499878030665	true	724.615	-114.355		
ENSDARG00000014031	Linear		393561	abcc2	1.03368	0.639579	1.67062	0.8341055767932104	-92.10892200192991	190.21784400385982	-1	1.6161881487666103	true	1713.45	-272.455		
ENSDARG00000014849	Linear		494086	pih1d2	0.955847	0.604888	1.51044	0.2092775408050228	-27.01662200192991	60.03324400385982	1	1.5802049304995305	true	13.4843	3.84304		
ENSDARG00000016319	Linear		554141	c9	0.961611	0.607043	1.52328	0.7184288864867695	-85.85892200192991	177.71784400385982	-1	1.5840904186359122	true	1177.0	-193.073		
ENSDARG00000016771	Linear		30255	tfa	0.886598	0.571146	1.37628	0.2020033777878748	-105.0539220019299	216.1078440038598	-1	1.5523141193320096	true	6122.06	-752.919		
ENSDARG00000016789	Linear		767741	zgc:152891	1.57623	0.827255	3.00332	0.16564948599798646	-29.461522001929914	64.92304400385983	1	1.905373796471463	true	13.4841	2.74303		
ENSDARG00000016918	Linear		492331	ace2	0.94874	0.601043	1.49758	0.8839664684607923	-98.09492200192992	202.18984400385983	-1	1.5784893926058536	true	2914.04	-442.439		
ENSDARG00000017126	Linear		393639	ilvbl	0.83373	0.544501	1.27659	0.43880168930536767	-62.85382200192991	131.70764400385983	-1	1.5311817609150395	true	463.297	-48.043		
ENSDARG00000017444	Exp 3		100004331	hal	2.55477	1.88337E-4	34655.3	0.12383295377742998	-55.70752200192992	119.41504400385983	-1	13564.88634734545	true	-1.0	217.328	0.321943	10.7841		
ENSDARG00000017882	Linear		378440	rdh1	0.736308	0.492731	1.10029	0.6586191384472221	-66.13582200192991	138.27164400385982	-1	1.4943407254668368	true	473.945	-67.7053		
ENSDARG00000017928	Linear		541414	xrcc3	1.34633	0.759262	2.38732	0.4125567342568809	-39.52032200192991	85.04064400385982	1	1.7732087211002263	true	34.1249	6.27961		
ENSDARG00000018263	Linear		394023	pdia2	1.57635	0.826596	3.00615	0.39221143266326186	-57.88732200192992	121.77464400385983	-1	1.907038020992117	true	132.849	-18.2478		
ENSDARG00000018351	Linear		394142	hpda	1.09054	0.663904	1.79135	0.37735806884009937	-91.1849220019299	188.3698440038598	-1	1.6426170048681736	true	1569.03	-242.817		
ENSDARG00000018478	Linear		79378	agxtb	1.00011	0.624671	1.60118	0.043360999902795405	-97.78792200192991	201.57584400385983	-1	1.601018776283836	true	2601.85	-411.203		
ENSDARG00000018846	Linear		565316	dgat2	0.725018	0.486445	1.0806	0.6505345037377499	-57.37682200192991	120.75364400385982	-1	1.4904418793491556	true	190.882	-38.3471		
ENSDARG00000019228	Linear		450063	mogat2	0.81622	0.535503	1.24409	0.7222112017047999	-62.46452200192991	130.92904400385981	-1	1.524211815806821	true	285.947	-47.8165		
ENSDARG00000019250	Linear		692250	fancf	1.98524	0.911065	4.32588	0.013827930526210896	-28.714322001929908	63.428644003859816	1	2.1790322315092774	true	15.4614	2.07208		
ENSDARG00000019260	Linear		322529	dhrs9	0.939302	0.596646	1.47875	0.180859455219602	-68.35312200192992	142.70624400385984	-1	1.5743036909658323	true	452.032	-61.5279		
ENSDARG00000019484	Linear		436875	zdhhc7	1.23714	0.721191	2.12219	0.9302430648623672	-35.09712200192991	76.19424400385982	-1	1.7154124219520208	true	40.0334	-5.08862		
ENSDARG00000019492	Linear		322604	shbg	1.14835	0.687386	1.91843	0.79718694354351	-63.221322001929906	132.4426440038598	-1	1.6706042892930608	true	284.819	-35.7458		
ENSDARG00000019838	Linear		116991	ugdh	1.04868	0.646136	1.70201	0.2053163926431707	-60.60202200192991	127.20404400385982	-1	1.6230019686258002	true	272.584	-32.8713		
ENSDARG00000019932	Power		492334	slc5a11	2.73107	4.35111E-13	1.71422E13	0.24362427350591387	-35.19492200192991	78.38984400385982	-1	6.276720193238047E12	61.4565	-1.25279E-7	17.6562	true		
ENSDARG00000019986	Linear		402985	grhprb	0.806238	0.530289	1.22578	0.0704647119894033	-83.59652200192991	173.19304400385982	-1	1.5203747390573819	true	1260.98	-198.042		
ENSDARG00000020364	Linear		282672	fbp1b	0.738693	0.49403	1.10452	0.22746958761568103	-87.37192200192992	180.74384400385983	-1	1.4952391555168714	true	1971.83	-278.014		
ENSDARG00000020741	Linear		378986	fga	1.08928	0.663357	1.78868	0.9219562079394117	-93.03192200192991	192.06384400385983	-1	1.642072066775507	true	1987.95	-274.963		
ENSDARG00000021004	Linear		565774	c5	0.763936	0.507799	1.14927	0.07570184458850082	-56.00602200192991	118.01204400385981	-1	1.504406270985173	true	183.728	-33.2152		
ENSDARG00000021172	Linear		259306	cyp2ad2	0.901337	0.578351	1.4047	0.03209489653773345	-79.30412200192991	164.60824400385982	-1	1.5584601738390702	true	953.922	-133.062		
ENSDARG00000021208	Linear		359841	serpind1	1.48784	0.802625	2.75804	0.3565646670845991	-51.494722001929915	108.98944400385983	-1	1.8537174894876187	true	89.9082	-12.6247		
ENSDARG00000021573	Linear		641419	slc16a7	1.09442	0.665812	1.79894	0.6773860959708647	-38.99692200192991	83.99384400385982	-1	1.643737271181655	true	41.8964	-7.46009		
ENSDARG00000022261	Linear		337325	pdzk1	1.02728	0.636769	1.65728	0.8783659624872653	-91.47892200192992	188.95784400385983	-1	1.6132694901918905	true	1715.71	-262.874		
ENSDARG00000022372	Power		449808	kng1	2.75786	0.00374635	2030.18	0.16051902271359852	-60.47052200192991	128.94104400385982	-1	736.145848625996	371.08	-4.61564E-7	17.8618	true		
ENSDARG00000022767	Exp 3		321166	apobb.1	2.55354	0.00611028	1067.14	0.4423349094094261	-116.63292200192991	241.26584400385983	-1	417.9088356016418	true	-1.0	13801.0	0.316141	10.2865		
ENSDARG00000023031	Linear		30325	hoxa2b	5.78991	0.69781	48.0403	0.001197348421651756	-37.655422001929914	81.31084400385983	-1	8.297258566085324	true	40.9569	-1.28949		
ENSDARG00000023111	Linear		322691	plg	0.854554	0.555142	1.31545	0.0676810153077807	-83.3403220019299	172.6806440038598	-1	1.5393430869939584	true	1200.72	-183.681		
ENSDARG00000023151	Linear		83908	ucp1	0.912527	0.583787	1.42639	0.5268453550180179	-119.1239220019299	244.2478440038598	-1	1.5631163420905227	true	11042.2	-1868.99		
ENSDARG00000023157	Linear		559705	cbln10	2.58229	0.966244	6.9012	8.407033127433294E-7	-49.71562200192991	105.43124400385982	-1	2.6725030116616506	true	65.1472	-6.46043		
ENSDARG00000023176	Linear		334082	tdo2b	0.934591	0.594353	1.4696	0.10920279484657314	-76.27072200192991	158.54144400385982	-1	1.5724510518160082	true	657.374	-104.832		
ENSDARG00000023287	Linear		393335	hsd17b3	1.59769	0.832014	3.06798	0.20164590489268674	-25.77262200192991	57.54524400385982	1	1.9202681685644714	true	7.58659	2.11619		
ENSDARG00000023587	Linear		570159	kcnk5a	0.802297	0.528248	1.21852	0.32281711688874226	-34.23022200192991	74.46044400385982	-1	1.5187885235722614	true	53.0158	-7.40598		
ENSDARG00000023712	Linear		404730	mao	0.8506	0.553132	1.30804	0.11787317504234851	-75.01862200192991	156.03724400385983	-1	1.5377884483269817	true	878.898	-105.959		
ENSDARG00000023820	Linear		406828	faxdc2	1.14817	0.687352	1.91792	0.6131955954153856	-94.60892200192991	195.21784400385982	-1	1.670425051501996	true	2373.88	-289.777		
ENSDARG00000024160	Linear		402827	hao1	0.929126	0.59172	1.45893	0.322843203800258	-64.64582200192991	135.29164400385983	-1	1.5702122625566146	true	338.151	-48.5809		
ENSDARG00000024503	Linear		541399	c6ast3	1.13368	0.680764	1.88793	0.4474808837236912	-29.88242200192991	65.76484400385982	-1	1.6653054509345382	true	17.8233	-3.92236		
ENSDARG00000025108	Linear		796857	magixa	2.57297	0.966713	6.84813	0.01230627887104796	-46.225222001929914	98.45044400385983	-1	2.66156553185899	true	66.1423	-5.13776		
ENSDARG00000028295	Linear		559882	mkrn4	1.95934	0.906315	4.23586	0.007382475421259915	-45.049922001929914	96.09984400385983	1	2.1618752861863704	true	65.2122	6.23836		
ENSDARG00000029230	Linear		402940	pnp4b	0.771551	0.511891	1.16292	0.14813247922423411	-78.95492200192992	163.90984400385983	-1	1.5072564276379152	true	982.045	-151.869		
ENSDARG00000029388	Linear		553466	si:dkey-90m5.4	1.08968	0.663558	1.78944	0.26441625739727115	-52.461922001929906	110.92384400385981	-1	1.6421774735592065	true	106.497	-18.3859		
ENSDARG00000029482	Linear		568982	ush2a	1.57494	0.826513	3.00109	0.18587167363500579	-40.111122001929914	86.22224400385983	-1	1.9055235670824293	true	41.0142	-5.58372		
ENSDARG00000029493	Linear		678552	f9b	1.11836	0.675366	1.85192	0.13087399680667733	-48.18022200192991	102.36044400385983	-1	1.6559317466381192	true	82.0995	-13.4658		
ENSDARG00000029747	Linear		553530	mep1a.1	1.11073	0.672255	1.83521	0.968008431288863	-79.67902200192991	165.35804400385982	-1	1.6522450558195922	true	828.793	-110.71		
ENSDARG00000030173	Linear		564295	traf2a	1.3876	0.772704	2.49182	0.06351723284881106	-39.19642200192991	84.39284400385982	-1	1.7957717314780304	true	68.8204	-5.96265		
ENSDARG00000030270	Linear		58084	tnnt3a	1.00881	0.628574	1.61907	0.9028113312015741	-99.08492200192991	204.16984400385982	1	1.6049184344245866	true	2595.15	444.478		
ENSDARG00000030872	Linear		492488	cetp	1.51062	0.809075	2.82045	0.019168875087500425	-59.109022001929915	124.21804400385983	-1	1.8670951395111703	true	142.663	-20.6576		
ENSDARG00000030915	Linear		325886	cpa1	1.37859	0.769723	2.46908	0.4804090186986759	-65.15212200192991	136.30424400385982	-1	1.7910209257096383	true	194.716	-33.8661		
ENSDARG00000031848	Linear				1.30193	0.744582	2.27649	0.051213603440131816	-44.426422001929915	94.85284400385983	-1	1.7485381059440064	true	58.5236	-9.0062		
ENSDARG00000032242	Linear		353248	tnnt2c	0.866811	0.561339	1.33852	0.26258933414049135	-40.52752200192991	87.05504400385982	1	1.5441845302036736	true	47.6369	10.4308		
ENSDARG00000032639	Linear		436636	cd36	0.921442	0.588085	1.44376	0.9715785127139821	-92.49792200192991	190.99584400385982	-1	1.5668517306171728	true	2146.87	-313.679		
ENSDARG00000033273	Linear		556571	primpol	1.34134	0.757597	2.37487	0.8353090462180232	-42.74432200192991	91.48864400385982	1	1.7705191546429038	true	41.1058	7.8143		
ENSDARG00000033594	Linear		571967	ido1	0.936433	0.595225	1.47323	0.03746009242808945	-41.86962200192991	89.73924400385982	-1	1.573242051325129	true	53.2063	-10.559		
ENSDARG00000033967	Linear		606657	trmt2b	0.902794	0.578404	1.40911	0.5590667202730323	-25.937922001929913	57.875844003859825	1	1.5608363704262072	true	18.1519	3.78655		
ENSDARG00000034095	Linear		108183670	si:dkey-59l11.10	1.6022	0.831631	3.08674	0.14428322850885134	-24.882722001929913	55.76544400385983	-1	1.9265756086533572	true	10.8521	-1.98869		
ENSDARG00000034650	Linear		407736	fabp7b	0.827077	0.541126	1.26413	0.8558182428214639	-47.697822001929914	101.39564400385983	1	1.528436999885424	true	83.3047	17.632		
ENSDARG00000034862	Linear		114423	f7	0.881387	0.568605	1.36622	0.43122866586022124	-51.96582200192991	109.93164400385982	-1	1.550086615488784	true	152.183	-21.9913		
ENSDARG00000035882	Linear		436849	rida	0.963935	0.608129	1.52792	0.20266881828635785	-69.9105220019299	145.8210440038598	-1	1.5850830991450826	true	569.331	-66.5152		
ENSDARG00000035961	Linear		562421	kcng2	1.5375	0.816952	2.89356	0.005124917166881238	-29.406522001929915	64.81304400385983	-1	1.8819955150363792	true	23.0812	-2.80185		
ENSDARG00000036041	Linear		325881	f2	1.00986	0.629063	1.62116	0.014140513902446972	-76.58052200192991	159.16104400385981	-1	1.6053400056910039	true	747.19	-99.0433		
ENSDARG00000036412	Linear		558774	si:ch211-81a5.5	1.34544	0.758233	2.38742	0.7017417935705361	-24.143022001929914	54.28604400385983	1	1.7744413656488176	true	6.40111	2.25424		
ENSDARG00000036793	Linear		100006339	ttll5	2.05363	0.921114	4.5786	0.01002066499296772	-28.803722001929913	63.607444003859825	-1	2.229506879713043	true	17.5247	-2.01503		
ENSDARG00000036833	Linear		393113	upp2	1.24707	0.72485	2.14554	0.2415243198822017	-63.33102200192991	132.66204400385982	-1	1.7204525074153272	true	207.838	-33.1574		
ENSDARG00000037000	Linear		368823	fkbp11	0.848419	0.551964	1.3041	0.5648862242906434	-39.84482200192991	85.68964400385983	-1	1.5370911871064055	true	92.7351	-10.1828		
ENSDARG00000037144	Linear		100000935	cpb2	1.00858	0.628799	1.61774	0.7786675841646336	-40.502822001929914	87.00564400385983	-1	1.603978377828209	true	86.0629	-8.94989		
ENSDARG00000037191	Linear		449556	ttr	0.993326	0.62157	1.58743	0.26728839939691096	-75.29502200192991	156.59004400385982	-1	1.5980919285036281	true	646.079	-92.4221		
ENSDARG00000037281	Linear		406327	fgg	1.04372	0.64397	1.69163	0.5719917007675996	-87.86592200192992	181.73184400385983	-1	1.6207587309967855	true	1362.48	-203.349		
ENSDARG00000037359	Hill		101886304	si:ch1073-272o11.3	0.00142549	9.96374E-5	0.0203942	0.5439006503118773	-24.614322001929914	59.22864400385983	-1	14.306776371121687	0	25.8022	-9.34557	1.0	0.00282921	true	
ENSDARG00000037421	Hill		30498	egr1	0.0128275	0.00124509	0.132154	0.9988636202644434	-83.00592200192992	176.01184400385984	1	10.302468094675888	0	713.493	398.555	1.0	0.0204774	true	
ENSDARG00000037554	Linear		553761	arhgef3l	1.44476	0.790027	2.64211	0.44425277683647946	-29.87572200192991	65.75144400385982	1	1.828747625081168	true	21.6566	3.07643		
ENSDARG00000037836	Linear		570758	igfals	1.0213	0.634177	1.64473	0.6664847164446832	-31.64742200192991	69.29484400385982	-1	1.6104336801870773	true	42.4962	-4.89764		
ENSDARG00000037873	Linear		492759	cyp3c3	1.00191	0.625497	1.60484	0.4395479642047938	-73.86322200192991	153.72644400385983	-1	1.6017822627446656	true	499.155	-83.2884		
ENSDARG00000038199	Linear		402979	cdab	0.997625	0.62357	1.59606	0.059538400664656765	-70.3793220019299	146.7586440038598	-1	1.5998604807800247	true	461.114	-66.3093		
ENSDARG00000038293	Linear		494056	zgc:103559	1.43647	0.787374	2.62067	0.293233794075198	-39.82522200192991	85.65044400385982	-1	1.824380789815259	true	41.5185	-6.00639		
ENSDARG00000038297	Linear		447919	aspdh	1.06246	0.652201	1.73079	0.11478580983354048	-41.713222001929914	89.42644400385983	-1	1.6290376739686077	true	57.5055	-9.21001		
ENSDARG00000038643	Linear		64607	alas2	1.20002	0.707457	2.03553	0.5703751714349893	-70.73732200192991	147.47464400385982	1	1.696244436057598	true	152.877	56.4574		
ENSDARG00000038666	Linear		793907	igfbp1b	1.21039	0.71139	2.0594	0.2552055187530663	-71.36222200192991	148.72444400385982	-1	1.701443652567509	true	329.114	-58.3547		
ENSDARG00000038792	Linear		65238	klf17	1.88481	0.893795	3.97463	0.18961125009137358	-45.867122001929914	97.73424400385983	1	2.1087721457381168	true	67.676	6.84815		
ENSDARG00000038812	Linear		402908	e2f5	1.36861	0.766533	2.44358	0.228193167311045	-22.571722001929913	51.14344400385983	1	1.78545476841832	true	5.2165	1.99569		
ENSDARG00000039099	Linear		503710	aep1	1.29393	0.741453	2.25807	0.31949331620827814	-69.26892200192991	144.53784400385982	1	1.7451274726786459	true	294.535	47.477		
ENSDARG00000039116	Linear		407626	nr5a5	1.00541	0.62698	1.61226	0.3828293681651561	-65.8103220019299	137.6206440038598	-1	1.6035758716386486	true	278.421	-48.5192		
ENSDARG00000039220	Hill		563594	st6galnac5a	0.00241687	2.93097E-16	1.99295E10	0.9887506590138955	-24.12252200192991	58.24504400385982	-1	8.245973176115757E12	0	15.8463	-6.2085	8.73366	0.00243037	true	
ENSDARG00000039354	Linear		436865	ska1	1.07381	0.656612	1.75609	0.3870228545954353	-28.983522001929913	63.967044003859826	1	1.635379798115173	true	20.0673	3.90018		
ENSDARG00000039423	Linear				1.12617	0.678577	1.869	0.8648002183214424	-67.98962200192992	141.97924400385983	-1	1.659605321135258	true	379.506	-50.0898		
ENSDARG00000039516	Linear		445102	c8a	0.911655	0.583415	1.42457	0.2242958466000884	-56.75922200192991	119.51844400385983	-1	1.562618376284463	true	180.048	-29.2665		
ENSDARG00000039517	Linear		793127	c8b	0.770881	0.511525	1.16173	0.16381928573209548	-50.16542200192991	106.33084400385982	-1	1.5070250720883633	true	159.13	-22.3		
ENSDARG00000039726	Linear		559912	zgc:123321	1.82435	0.882465	3.77152	0.0036959288518860767	-42.25852200192991	90.51704400385982	1	2.067334115234032	true	56.4389	5.5623		
ENSDARG00000039979	Linear		450002	tecrl2b	1.49203	0.803602	2.77023	0.007636040625126461	-31.92632200192991	69.85264400385982	1	1.8566778081687203	true	31.5593	3.41535		
ENSDARG00000040466	Linear		393207	vil1	0.642091	0.439157	0.938802	0.8424227824948675	-86.1541220019299	178.3082440038598	-1	1.4620989759926404	true	1982.05	-294.898		
ENSDARG00000040568	Linear		557269	pdzd3a	1.39234	0.774209	2.50399	0.2601927590437153	-46.56932200192991	99.13864400385982	-1	1.7984032735346656	true	56.3569	-9.71465		
ENSDARG00000040683	Linear		327586	mep1b	1.07706	0.658218	1.76242	0.15111536932159964	-72.80902200192992	151.61804400385984	-1	1.636327174279646	true	554.534	-72.2187		
ENSDARG00000040747	Linear		445095	tm4sf4	0.489646	0.345458	0.694015	0.749025761296335	-80.80192200192991	167.60384400385982	-1	1.4173821419680541	true	1700.58	-270.662		
ENSDARG00000040921	Linear				1.68858	0.855006	3.33482	0.13617154068246928	-23.240622001929914	52.48124400385983	1	1.9749335092385316	true	9.0163	1.69129		
ENSDARG00000040959	Linear		403048	rabl3	1.09156	0.664106	1.79414	0.017870347077533655	-38.16342200192991	82.32684400385982	1	1.6436532722185917	true	60.7367	7.07538		
