Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: SANT_DESeq_normData
Work Source: SANT_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/10/2022 17:45.53
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 298
Total Run Time: 17 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-1266738	Developmental Biology	201	204	2	2	1	1	1	1	2	0	0	26	204	4662	0.32944	1.0	0.62528	0.0																														0	0	0															0															0																							
R-DRE-1500931	Cell-Cell communication	37	39	1	1	1	1	1	1	1	1	1	25	38	4828	0.98216	0.18832	0.18832	2.56	560933	pvrl2l	ENSDARG00000063390		0.0109541	0.0109541	0.0109541		0.010954099999999998		0.00290269	0.00290269	0.00290269		0.00290269		0.0413381	0.0413381	0.0413381		0.0413381						0.0109541	0.00290269	0.0413381	0	1	0															1	560933	ENSDARG00000063390	0.0109541	0.0109541		0.00290269	0.00290269		0.0413381	0.0413381		0.0109541	0.00290269	0.0413381	0						Hill,1(1)	1.9672846794128418	1.9672846794128418	1.9672846794128418	1.9672846794128418	0.0	1.9672846794128418	0.0109541	0.0109541	0.00290269	0.00290269	0.0413381	0.0413381	DOWN	0.0	1.0	0.0	
R-DRE-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	67	73	1	1	1	0	0	0	1	0	0	26	73	4793	0.67576	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-392499	Metabolism of proteins	947	976	17	16	14	7	7	6	17	3	3	23	973	3893	0.20785	0.9156	0.45797	0.31	562062;561028;446213	socs2;b3gnt3.3;large1	ENSDARG00000045557;ENSDARG00000093521;ENSDARG00000005126		1.5827133333333334	1.51678	1.44657	0.17848976282502194	1.6537842273639842	0.18511572739371876	0.8156829999999999	0.802168	0.782365	0.04174969603482204	0.8321937625863178	0.04308873703327326	3.0786333333333338	2.868	2.67465	0.5409817841973346	3.29456989243981	0.5621542646349112					1.44657;1.78479;1.51678	0.782365;0.862516;0.802168	2.67465;3.69325;2.868	0	3	0															3	562062;561028;446213	ENSDARG00000045557;ENSDARG00000093521;ENSDARG00000005126	1.5827133333333334	1.51678	0.17848976282502194	0.8156829999999999	0.802168	0.04174969603482204	3.0786333333333338	2.868	0.5409817841973346	1.44657;1.78479;1.51678	0.782365;0.862516;0.802168	2.67465;3.69325;2.868	0						Linear,3(1)	1.8687502400051135	5.630836009979248	1.7350013256072998	2.129420518875122	0.2192133204289728	1.7664141654968262	1.380733152608678	1.784693514057989	0.7684387714411929	0.862927228558807	2.466454815016622	3.6908118516500448	DOWN	0.0	1.0	0.0	
R-DRE-418990	Adherens junctions interactions	17	19	1	1	1	1	1	1	1	1	1	25	18	4848	0.99561	0.096463	0.096463	5.26	560933	pvrl2l	ENSDARG00000063390		0.0109541	0.0109541	0.0109541		0.010954099999999998		0.00290269	0.00290269	0.00290269		0.00290269		0.0413381	0.0413381	0.0413381		0.0413381		0.0	0.0109541			0.0109541	0.00290269	0.0413381	0	1	0															1	560933	ENSDARG00000063390	0.0109541	0.0109541		0.00290269	0.00290269		0.0413381	0.0413381		0.0109541	0.00290269	0.0413381	0						Hill,1(1)	1.9672846794128418	1.9672846794128418	1.9672846794128418	1.9672846794128418	0.0	1.9672846794128418	0.0109541	0.0109541	0.00290269	0.00290269	0.0413381	0.0413381	DOWN	0.0	1.0	0.0	
R-DRE-421270	Cell-cell junction organization	19	21	1	1	1	1	1	1	1	1	1	25	20	4846	0.99464	0.10608	0.10608	4.76	560933	pvrl2l	ENSDARG00000063390		0.0109541	0.0109541	0.0109541		0.010954099999999998		0.00290269	0.00290269	0.00290269		0.00290269		0.0413381	0.0413381	0.0413381		0.0413381						0.0109541	0.00290269	0.0413381	0	1	0															1	560933	ENSDARG00000063390	0.0109541	0.0109541		0.00290269	0.00290269		0.0413381	0.0413381		0.0109541	0.00290269	0.0413381	0						Hill,1(1)	1.9672846794128418	1.9672846794128418	1.9672846794128418	1.9672846794128418	0.0	1.9672846794128418	0.0109541	0.0109541	0.00290269	0.00290269	0.0413381	0.0413381	DOWN	0.0	1.0	0.0	
R-DRE-446728	Cell junction organization	31	33	1	1	1	1	1	1	1	1	1	25	32	4834	0.98704	0.16175	0.16175	3.03	560933	pvrl2l	ENSDARG00000063390		0.0109541	0.0109541	0.0109541		0.010954099999999998		0.00290269	0.00290269	0.00290269		0.00290269		0.0413381	0.0413381	0.0413381		0.0413381						0.0109541	0.00290269	0.0413381	0	1	0															1	560933	ENSDARG00000063390	0.0109541	0.0109541		0.00290269	0.00290269		0.0413381	0.0413381		0.0109541	0.00290269	0.0413381	0						Hill,1(1)	1.9672846794128418	1.9672846794128418	1.9672846794128418	1.9672846794128418	0.0	1.9672846794128418	0.0109541	0.0109541	0.00290269	0.00290269	0.0413381	0.0413381	DOWN	0.0	1.0	0.0	
R-DRE-597592	Post-translational protein modification	731	751	16	15	13	7	7	6	16	3	3	23	748	4118	0.41838	0.78544	0.78717	0.4	562062;561028;446213	socs2;b3gnt3.3;large1	ENSDARG00000045557;ENSDARG00000093521;ENSDARG00000005126		1.5827133333333334	1.51678	1.44657	0.17848976282502194	1.6537842273639842	0.18511572739371876	0.8156829999999999	0.802168	0.782365	0.04174969603482204	0.8321937625863178	0.04308873703327326	3.0786333333333338	2.868	2.67465	0.5409817841973346	3.29456989243981	0.5621542646349112					1.44657;1.78479;1.51678	0.782365;0.862516;0.802168	2.67465;3.69325;2.868	0	3	0															3	562062;561028;446213	ENSDARG00000045557;ENSDARG00000093521;ENSDARG00000005126	1.5827133333333334	1.51678	0.17848976282502194	0.8156829999999999	0.802168	0.04174969603482204	3.0786333333333338	2.868	0.5409817841973346	1.44657;1.78479;1.51678	0.782365;0.862516;0.802168	2.67465;3.69325;2.868	0						Linear,3(1)	1.8687502400051135	5.630836009979248	1.7350013256072998	2.129420518875122	0.2192133204289728	1.7664141654968262	1.380733152608678	1.784693514057989	0.7684387714411929	0.862927228558807	2.466454815016622	3.6908118516500448	DOWN	0.0	1.0	0.0	
R-DRE-8957275	Post-translational protein phosphorylation	58	60	1	1	1	0	0	0	1	0	0	26	60	4806	0.72492	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1257604	PIP3 activates AKT signaling	155	159	2	2	1	2	2	2	2	1	1	25	158	4708	0.79368	0.5774	0.5774	0.63	378480	pdgfaa	ENSDARG00000110069	378480(-0.04256)	1.65876	1.65876	1.65876		1.65876		0.838628	0.838628	0.838628		0.838628		3.28093	3.28093	3.28093		3.28093						1.65876	0.838628	3.28093	1	0	1	378480	ENSDARG00000110069	1.65876	1.65876		0.838628	0.838628		3.28093	3.28093		1.65876	0.838628	3.28093	0															0						Linear,1(1)	1.7111338376998901	1.7111338376998901	1.7111338376998901	1.7111338376998901	0.0	1.7111338376998901	1.65876	1.65876	0.838628	0.838628	3.28093	3.28093	UP	1.0	0.0	0.0	
R-DRE-1280215	Cytokine Signaling in Immune system	183	205	1	1	1	1	1	0	1	0	0	26	205	4661	0.32761	1.0	0.62545	0.0																														0	0	0															0															0																							
R-DRE-1280218	Adaptive Immune System	330	364	5	4	4	5	5	5	5	4	4	22	360	4506	0.96019	0.12335	0.12335	1.1	58113;567287;560933;100004856	cd74a;rnf217;pvrl2l;si:ch211-137i24.12	ENSDARG00000009087;ENSDARG00000060944;ENSDARG00000063390;ENSDARG00000094537		0.850248525	1.069275	0.0109541	0.5705225169521086	0.7279283400180572	0.6522390250537511	0.5039894225	0.6471290000000001	0.00290269	0.33709026933681635	0.42687551700254983	0.3841147515140036	1.439017025	1.7678850000000002	0.0413381	0.9639478780605322	1.246782316862217	1.102891831922721					1.25149;0.98229;0.0109541;1.15626	0.718797;0.610513;0.00290269;0.683745	2.17896;1.58046;0.0413381;1.95531	2	2	2	58113;100004856	ENSDARG00000009087;ENSDARG00000094537	1.203875	1.203875	0.06733777877239566	0.701271	0.701271	0.024785506894155616	2.067135	2.067135	0.15814443161237532	1.25149;1.15626	0.718797;0.683745	2.17896;1.95531	2	567287;560933	ENSDARG00000060944;ENSDARG00000063390	0.49662205	0.49662205	0.6868382016999383	0.306707845	0.306707845	0.42964537051986024	0.81089905	0.81089905	1.0883235325627234	0.98229;0.0109541	0.610513;0.00290269	1.58046;0.0413381	0						Hill,1(0.25);Linear,3(0.75)	2.0124706209014747	8.113738656044006	1.8344558477401733	2.4772918224334717	0.3057071185332192	1.9009954929351807	0.29113645838693336	1.4093605916130665	0.17364095854992	0.83433788645008	0.49434810450067834	2.3836859454993213	CONFLICT	0.5	0.5	0.0	
R-DRE-162582	Signal Transduction	1275	1352	23	23	19	16	16	9	23	5	5	21	1347	3519	0.23429	0.88463	0.38857	0.37	795311;678619;554147;378480;352938	npy2rl;prkag3b;spc24;pdgfaa;chrm2a	ENSDARG00000089943;ENSDARG00000000369;ENSDARG00000093622;ENSDARG00000110069;ENSDARG00000098612	378480(-0.04256)	1.3041688	1.32847	0.851934	0.3694475577767424	1.2036105895977058	0.4128224908608156	0.7194456	0.745338	0.548303	0.13002143168839536	0.6786653639872929	0.14849498595765628	2.385586	2.36783	1.32371	0.9114034708788414	2.160859003254106	1.003841322253361					1.01493;0.851934;1.32847;1.65876;1.66675	0.624967;0.548303;0.745338;0.838628;0.839992	1.64824;1.32371;2.36783;3.28093;3.30722	3	2	3	678619;554147;378480	ENSDARG00000000369;ENSDARG00000093622;ENSDARG00000110069	1.2797213333333335	1.32847	0.4056160412820639	0.7107563333333333	0.745338	0.14821966859473604	2.3241566666666666	2.36783	0.9793406210983676	0.851934;1.32847;1.65876	0.548303;0.745338;0.838628	1.32371;2.36783;3.28093	2	795311;352938	ENSDARG00000089943;ENSDARG00000098612	1.34084	1.34084	0.46090634211301507	0.7324795	0.7324795	0.1520456356246377	2.47773	2.47773	1.1730760078528575	1.01493;1.66675	0.624967;0.839992	1.64824;3.30722	0						Linear,5(1)	1.8003756343422062	9.118391752243042	1.563329815864563	2.389396905899048	0.3418031949654902	1.7111338376998901	0.9803337375024491	1.6280038624975508	0.605476790163458	0.8334144098365418	1.5867056346007784	3.1844663653992216	UP	0.6	0.4	0.0	
R-DRE-1640170	Cell Cycle	377	392	3	3	3	2	2	2	3	2	2	24	390	4476	0.6533	0.62855	1.0	0.51	554147;100332714	spc24;cenpx	ENSDARG00000093622;ENSDARG00000089291		1.4136600000000001	1.4136600000000001	1.32847	0.12047685337856313	1.4499415237062547	0.10900446906024047	0.7714695	0.7714695	0.745338	0.036955521705149104	0.7825986306107524	0.033436439526323004	2.5922400000000003	2.5922400000000003	2.36783	0.3173636655321415	2.687813855322463	0.28714277382097964					1.32847;1.49885	0.745338;0.797601	2.36783;2.81665	2	0	2	554147;100332714	ENSDARG00000093622;ENSDARG00000089291	1.4136600000000001	1.4136600000000001	0.12047685337856313	0.7714695	0.7714695	0.036955521705149104	2.5922400000000003	2.5922400000000003	0.3173636655321415	1.32847;1.49885	0.745338;0.797601	2.36783;2.81665	0															0						Linear,2(1)	1.5370560217791025	3.074553608894348	1.5112237930297852	1.563329815864563	0.0368445220871325	1.537276804447174	1.2466876000000002	1.5806324	0.72025176	0.82268724	2.1523964000000007	3.0320836	UP	1.0	0.0	0.0	
R-DRE-199418	Negative regulation of the PI3K/AKT network	68	69	2	2	1	2	2	2	2	1	1	25	68	4798	0.94873	0.30946	0.30946	1.45	378480	pdgfaa	ENSDARG00000110069	378480(-0.04256)	1.65876	1.65876	1.65876		1.65876		0.838628	0.838628	0.838628		0.838628		3.28093	3.28093	3.28093		3.28093						1.65876	0.838628	3.28093	1	0	1	378480	ENSDARG00000110069	1.65876	1.65876		0.838628	0.838628		3.28093	3.28093		1.65876	0.838628	3.28093	0															0						Linear,1(1)	1.7111338376998901	1.7111338376998901	1.7111338376998901	1.7111338376998901	0.0	1.7111338376998901	1.65876	1.65876	0.838628	0.838628	3.28093	3.28093	UP	1.0	0.0	0.0	
