Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000038910	Linear		405861	pccb	3575.38	81.7563	156359	0.005304165	-47.0607064	100.1214128	-1	43.73216498	TRUE	15.4227	-0.00231732			
ENSDARG00000056196	Linear		322493	slc2a2	519.971	281.074	961.919	0.190158073	-46.6107064	99.2214128	1	1.849943431	TRUE	20.3969	0.0155407			
ENSDARG00000055996	Linear		407690	rps8a	2416.78	185.94	31412.3	0.004392347	-109.1061064	224.2122128	-1	12.99763365	TRUE	785.109	-0.107664			
ENSDARG00000019033	Hill		566384	tmem59	34.6443	3.3405	359.295	0.365259567	-39.5199064	89.0398128	1	10.37099237	0	22.0007	10.0403	1.63868	31.2013	TRUE
ENSDARG00000055945	Linear		323659	asph	2319.53	195.279	27551.4	4.07E-04	-38.9274064	83.8548128	1	11.87803092	TRUE	21.8032	0.00227339			
ENSDARG00000103226	Linear		378446	dhcr7	419.313	248.524	707.472	0.468569967	-40.7675064	87.5350128	1	1.687213307	TRUE	14.529	0.0139293			
ENSDARG00000007320	none	336710	rpl7															
ENSDARG00000061249	Linear		558671	myom1a	502.107	276.198	912.793	0.032310795	-60.1017064	126.2034128	1	1.817924098	TRUE	105.818	0.0340532			
ENSDARG00000079302	Hill		566702	and2	28.4874	4.04391	200.68	0.986530212	-70.7496064	151.4992128	1	7.044518795	0	115.156	95.8889	1.93526	41.8376	TRUE
ENSDARG00000079886	Linear		100005714	otulinb	2342.87	192.239	28553.1	0.001358558	-27.2616064	60.5232128	-1	12.1872773	TRUE	4.88675	-0.00117723			
ENSDARG00000011998	Exp 5		494090	bfsp2	0.415238	1.43E-04	1202.36	0.990136684	-37.7012064	85.4024128	-1	2895.581713	TRUE	27.3402	1.13E-04	4.54E-05	0.162087	
ENSDARG00000019951	Linear		563660	sec62	791.122	327.063	1913.62	0.010459653	-39.1664064	84.3328128	-1	2.418867313	TRUE	26.7767	-0.00675454			
ENSDARG00000011948	Linear		245699	insra	946.162	335.748	2666.35	0.00965685	-36.3397064	78.6794128	1	2.818071887	TRUE	15.7111	0.00482694			
ENSDARG00000038716	Linear		445226	casq1a	548.178	288.519	1041.52	0.092261494	-66.6528064	139.3056128	1	1.899971926	TRUE	91.3024	0.0448844			
ENSDARG00000075445	Linear		30387	psmb5	927.003	334.231	2571.08	0.007067996	-32.7801064	71.5602128	1	2.773539857	TRUE	21.8217	0.00404272			
ENSDARG00000038743	Linear		114454	copb2	901.525	333.722	2435.4	0.006937949	-41.6633064	89.3266128	-1	2.701425138	TRUE	34.56	-0.00680936			
ENSDARG00000017004	Linear		569779	myo10	1415.55	307.402	6518.4	0.001945947	-30.4917064	66.9834128	-1	4.604882206	TRUE	6.68637	-0.0023314			
ENSDARG00000022689	Linear		405864	itgb1b.2	467.617	265.251	824.371	0.97071388	-43.6015064	93.2030128	1	1.762922666	TRUE	16.5957	0.0146203			
ENSDARG00000038608	Linear		445129	sdhc	9870.39	0.386535	2.52E+08	0.015534519	-58.1470064	122.2940128	1	25535.56599	TRUE	39.3288	0.00155403			
ENSDARG00000010472	Linear		64609	atp1a2a	538.664	286.428	1013.03	0.16046287	-34.2808064	74.5616128	1	1.880626196	TRUE	15.805	0.00756212			
ENSDARG00000025855	Linear		553607	camk2n1a	682.819	315.099	1479.67	3.66E-04	-56.5905064	119.1810128	-1	2.166998308	TRUE	47.521	-0.0206032			
ENSDARG00000038967	Linear		324655	cul3a	356.426	223.61	568.13	0.382829368	-32.6959064	71.3918128	-1	1.593962703	TRUE	23.9364	-0.0104653			
ENSDARG00000102291	Linear		565501	eef1da	11564	0.0978035	1.37E+09	0.006531413	-89.9211064	185.8422128	-1	118237.0774	TRUE	177.014	-0.00775026			
ENSDARG00000096249	Linear		100330411	ap1m1	403.034	242.738	669.183	0.385833798	-41.4181064	88.8362128	-1	1.660366321	TRUE	32.0337	-0.0150254			
ENSDARG00000094889	Linear		100004361;108180184	cplx4c;cplx4c	1029.11	335.215	3159.36	0.019188182	-33.8201064	73.6402128	-1	3.069999851	TRUE	9.22786	-0.00385821			
ENSDARG00000041435	Hill		641289	uba52	0.0293122	7.98E-10	1076340	0.942554272	-97.8561064	205.7122128	-1	3.67E+07	4	838.607	-372.584	17.9968	0.00963745	TRUE
ENSDARG00000076836	Linear		352929	gpx4b	1990.73	237.87	16660.3	0.020419532	-73.0279064	152.0558128	-1	8.368983058	TRUE	102.989	-0.0176125			
ENSDARG00000099368	Hill		751743	slc25a42	6.73136	0.202592	223.657	0.672626697	-29.9388064	69.8776128	1	33.2261886	0	7.80987	6.33165	1	6.58601	TRUE
ENSDARG00000100371	Hill		326929	eef2b	0.0293122	7.98E-10	1076340	0.894643249	-97.9001064	205.8002128	-1	3.67E+07	4	1085.39	-372.137	17.6749	0.00471321	TRUE
ENSDARG00000021107	Linear		394018	sf3a2	2935.92	129.545	66537.6	0.011046349	-45.1433064	96.2866128	-1	22.66332163	TRUE	21.444	-0.00253689			
ENSDARG00000079347	Linear		100007373	zgc:194659	693.447	316.769	1518.04	0.514669925	-25.5470064	57.0940128	-1	2.189125198	TRUE	12.5929	-0.00361597			
ENSDARG00000038028	Linear		393943	ndufa6	18608.9	2.69747	1.28E+08	0.008365362	-88.4281064	182.8562128	-1	6898.649475	TRUE	184.474	-0.00443289			
ENSDARG00000098934	Linear		550241	rrp7a	4816.83	29.9262	775304	0.036676748	-31.7701064	69.5402128	-1	160.9569541	TRUE	5.16824	-7.36E-04			
ENSDARG00000036625	Linear		436817	polr2f	15388	0.350686	6.75E+08	0.00301892	-35.7841064	77.5682128	-1	43879.71005	TRUE	17.2049	-2.88E-04			
ENSDARG00000015111	Linear		406249	ddx39ab	462.628	264.006	810.68	0.564803966	-34.2491064	74.4982128	1	1.752338962	TRUE	22.5842	0.00878954			
ENSDARG00000101622	Linear		619204	mrps7	799.838	327.417	1953.9	0.165663639	-26.7271064	59.4542128	-1	2.442872545	TRUE	9.47985	-0.00334741			
ENSDARG00000104024	Linear		767789	ccdc137	3799.25	67.3629	214277	0.002787784	-39.9449064	85.8898128	-1	56.39973932	TRUE	11.9955	-0.00146867			
ENSDARG00000098825	Linear		692329	farsa	1069.24	334.782	3415	0.008301276	-28.2991064	62.5982128	1	3.193839573	TRUE	14.9205	0.00273251			
ENSDARG00000057414	Linear		321346	phb	1275.17	321.775	5053.43	0.009408225	-41.5331064	89.0662128	1	3.962924404	TRUE	24.2203	0.0047794			
ENSDARG00000057853	Linear		192336	atp6v0ca	600.109	300.321	1199.15	0.12110277	-59.2087064	124.4174128	1	1.998225232	TRUE	102.994	0.027113			
ENSDARG00000013307	Linear		406489	rpl19	14141	0.125557	1.59E+09	0.003451367	-110.9681064	227.9362128	-1	112626.1379	TRUE	832.401	-0.020406			
ENSDARG00000005254	Linear		373129	kdelr2a	462.002	263.614	809.692	0.041054946	-42.1967064	90.3934128	1	1.752570046	TRUE	25.9924	0.013687			
ENSDARG00000077291	Linear		406565	rps2	2344.31	193.46	28407.8	0.006507179	-138.4611064	282.9222128	-1	12.11780213	TRUE	2731.47	-0.566978			
ENSDARG00000029476	Linear		387529	ldlra	2075.92	227.243	18964	0.011261498	-39.1876064	84.3752128	-1	9.13524289	TRUE	16.3544	-0.00257716			
ENSDARG00000006566	Linear		405892	nlk1	1105.64	332.716	3674.13	0.005815747	-46.0788064	98.1576128	1	3.323074334	TRUE	24.7269	0.00709583			
ENSDARG00000034588	Linear		564977	scn4ab	2706.56	152.631	47994.6	0.003359917	-45.8621064	97.7242128	1	17.73270174	TRUE	20.9587	0.002864			
ENSDARG00000061798	Linear		566523	arhgap27l	322.187	207.817	499.499	0.638713841	-32.5242064	71.0484128	1	1.550339963	TRUE	11.1464	0.0114676			
ENSDARG00000006786	Linear		57969	copz2	662.297	312.207	1404.95	0.056736843	-36.7110064	79.4220128	1	2.121339368	TRUE	13.24	0.00703955			
ENSDARG00000010160	Linear		336764	rps15a	5718.75	13.6758	2391380	0.001665972	-109.6921064	225.3842128	-1	418.1656649	TRUE	763.463	-0.0470056			
ENSDARG00000003599	Linear		322571	rpl3	10453.5	0.158985	6.87E+08	0.007254116	-106.7191064	219.4382128	1	65751.48599	TRUE	1009.62	0.0218002			
ENSDARG00000015128	Linear		325618	rpl27	11146.8	0.0538008	2.31E+09	0.001243877	-106.3181064	218.6362128	1	207186.5102	TRUE	529.174	0.0199939			
ENSDARG00000054849	Linear		436949	bcat2	773.436	326.036	1834.77	0.090105252	-37.1716064	80.3432128	1	2.372241102	TRUE	14.9362	0.00618423			
ENSDARG00000070484	Hill		567531	zgc:195001	21.1621	1.6338	274.106	0.584697664	-44.1207064	98.2414128	1	12.95268699	0	27.4676	13.237	1	18.6629	TRUE
ENSDARG00000075830	Linear		100000615	syt3	461.754	263.67	808.65	0.029520446	-47.7114064	101.4228128	-1	1.751257253	TRUE	25.7626	-0.0186036			
ENSDARG00000031776	Linear		436651	fthl27	13188.4	0.0505477	3.44E+09	0.001717243	-80.5169064	167.0338128	-1	260909.9919	TRUE	124.657	-0.00403021			
ENSDARG00000096257	Linear				592.514	298.8	1174.95	0.074822379	-91.7961064	189.5922128	1	1.982978581	TRUE	508.58	0.167861			
ENSDARG00000053254	Linear		30429	mylpfa	4702.28	34.9954	631840	0.005957041	-148.0851064	302.1702128	1	134.368517	TRUE	5141.62	0.48247			
ENSDARG00000027357	Linear		393936	cd2bp2	609.114	304.178	1219.75	0.124881528	-24.3155064	54.6310128	-1	2.002491962	TRUE	9.27681	-0.00384437			
ENSDARG00000053453	Linear		562207	mpp2a	743.238	323.486	1707.66	0.001596855	-32.9991064	71.9982128	-1	2.297589386	TRUE	12.4131	-0.00510399			
ENSDARG00000053457	Linear		336812	rpl23	3727.5	72.564	191476	0.005973689	-120.2411064	246.4822128	-1	51.36844716	TRUE	1042.57	-0.129583			
ENSDARG00000090369	Linear		415190	zgc:86896	396.929	240.413	655.34	0.460442419	-49.2129064	104.4258128	1	1.651029686	TRUE	17.7623	0.0235246			
ENSDARG00000053058	Linear		406686	rps11	4145.04	51.6798	332458	0.004076211	-117.3181064	240.6362128	-1	80.20619275	TRUE	745.246	-0.0990651			
ENSDARG00000017036	Linear		100006087	svilc	375.751	231.733	609.271	0.020733616	-23.8887064	53.7774128	1	1.621482482	TRUE	5.55066	0.00608594			
ENSDARG00000052816	Linear		394021	shmt1	636.806	307.405	1319.18	0.004923586	-47.2625064	100.5250128	1	2.071553813	TRUE	17.9305	0.0131574			
ENSDARG00000002967	Linear		393179	pdap1b	518.335	280.637	957.361	0.211915963	-36.5513064	79.1026128	-1	1.846994516	TRUE	22.6863	-0.00891524			
ENSDARG00000037867	Linear		402883	atp5mf	16675.8	0.867638	3.21E+08	0.005180611	-80.7581064	167.5162128	1	19219.76677	TRUE	169.637	0.00323037			
ENSDARG00000059654	Linear		796380	eif3ba	4794.54	30.9063	743785	4.16E-04	-72.7279064	151.4558128	-1	155.131478	TRUE	95.7872	-0.00719194			
ENSDARG00000037879	Exp 5		30158	lfng	0.105431	4.07E-06	2731.58	0.97539824	-29.7058064	69.4116128	-1	25908.81501	TRUE	19.0439	0.1	0.561052385	0.163669	
ENSDARG00000034473	Linear		556314	ttyh3a	495.02	273.754	895.128	0.038318508	-36.7401064	79.4802128	-1	1.808265815	TRUE	20.0874	-0.00943354			
ENSDARG00000098017	Linear		100334510	pet100	549.079	288.707	1044.27	0.223770873	-37.4279064	80.8558128	1	1.901855514	TRUE	11.1161	0.00883607			
ENSDARG00000016889	Linear		393974	eif3g	3668.27	75.462	178317	0.003936618	-59.4543064	124.9086128	-1	48.61082399	TRUE	74.3715	-0.00449649			
ENSDARG00000036846	Linear		431735	anks4b	2980.8	126.256	70374.2	0.001806593	-30.2242064	66.4484128	1	23.60917501	TRUE	5.23193	0.00109082			
ENSDARG00000037790	Linear		360208	pvalb8	3740.72	70.457	198603	0.010158676	-81.2844064	168.5688128	1	53.09224066	TRUE	77.074	0.0148281			
ENSDARG00000043923	Linear		60642	sox9b	1397.71	313.548	6230.59	0.022838664	-16.1772064	38.3544128	-1	4.457722582	TRUE	4.65754	-0.00106599			
ENSDARG00000045913	Linear		565937	mrps10	16105.6	0.590947	4.39E+08	0.009365673	-61.2665064	128.5330128	1	27253.88233	TRUE	31.8344	0.00113262			
ENSDARG00000025073	Hill		394035	rpl18a	0.0293122	7.98E-10	1076340	0.963527837	-107.5681064	225.1362128	-1	3.67E+07	4	1458.73	-677.883	17.9654	0.00874518	TRUE
ENSDARG00000045886	Hill		566537	slc38a2	5.07035	0.0103821	2476.23	0.369843968	-35.2157064	80.4314128	-1	488.374221	0	29.6275	-9.74013	1	6.4875	TRUE
ENSDARG00000045877	Linear		393313	ube2nb	591.952	298.063	1175.61	0.017352263	-37.3300064	80.6600128	1	1.985996249	TRUE	20.2903	0.00815166			
ENSDARG00000079391	Linear		568235	mrpl42	27024.9	61.4412	1.19E+07	0.00136691	-59.4443064	124.8886128	-1	439.8498076	TRUE	30.6782	-6.10E-04			
ENSDARG00000011961	Linear		393871	csrp2	1774.97	264.811	11897.3	0.00601607	-41.2377064	88.4754128	1	6.702780474	TRUE	19.5996	0.00337772			
ENSDARG00000006283	Linear		394034	waslb	825.239	329.286	2068.17	0.005362285	-32.4071064	70.8142128	1	2.506146632	TRUE	16.5192	0.00444811			
ENSDARG00000101565	Linear		110439413	cu468917.1	36955.5	431.199	3167240	0.001951994	-56.2558064	118.5116128	-1	85.70404848	TRUE	10.9445	-3.74E-04			
ENSDARG00000045843	Linear		406730	apex1	15303.9	0.328879	7.12E+08	0.008649827	-36.6372064	79.2744128	-1	46533.52753	TRUE	15.6516	-3.03E-04			
ENSDARG00000070314	Linear		322909	cald1a	753.72	324.883	1748.61	0.052218569	-27.7942064	61.5884128	1	2.319973652	TRUE	15.0936	0.00376918			
ENSDARG00000034326	Linear		393911	ing3	530.895	284.317	991.323	0.02939744	-32.5810064	71.1620128	-1	1.867264356	TRUE	16.4064	-0.00698138			
ENSDARG00000006215	Linear		415138	akr1b1.1	9543.75	0.309492	2.94E+08	0.007579585	-62.1972064	130.3944128	1	30836.82292	TRUE	26.0981	0.00201277			
ENSDARG00000012066	Linear		64698	dcn	504.702	276.803	920.235	0.150054645	-47.7741064	101.5482128	1	1.823325614	TRUE	28.2121	0.0170799			
ENSDARG00000045542	Linear		561019	lamtor4	798.368	326.889	1949.88	0.038568272	-28.5271064	63.0542128	1	2.4423214	TRUE	12.9407	0.00370626			
ENSDARG00000045487	Linear		767765	rps16	4215.86	47.1986	376569	0.006489062	-101.2981064	208.5962128	-1	89.32171717	TRUE	499.939	-0.0399972			
ENSDARG00000021595	Linear		445050	lhfpl3	539.87	286.55	1017.13	0.03186308	-51.0893064	108.1786128	-1	1.8840342	TRUE	33.4247	-0.0191964			
ENSDARG00000045514	Linear		336957	atp5f1c	38073.2	506.245	2863370	0.002832563	-95.1301064	196.2602128	1	75.20706377	TRUE	286.068	0.00314407			
ENSDARG00000013596	Linear		569574	brd1a	571.187	293.883	1110.15	0.024215481	-33.7278064	73.4556128	-1	1.943586393	TRUE	16.0472	-0.00691576			
ENSDARG00000104108	Linear		326845	slco1d1	467.018	265.293	822.132	0.270366812	-48.6355064	103.2710128	1	1.760385687	TRUE	18.685	0.0193629			
ENSDARG00000104674	Linear		192326	cct2	1370.14	312.997	5997.81	0.005891454	-66.2549064	138.5098128	-1	4.377486046	TRUE	109.583	-0.0175651			
ENSDARG00000104069	Linear		406612	rnf170	5913.18	11.2337	3112570	0.00307716	-49.2401064	104.4802128	-1	526.3786642	TRUE	13.7694	-0.0015815			
ENSDARG00000051783	Linear		58101	rplp0	2764.67	147.58	51791.5	0.004331278	-135.4031064	276.8062128	-1	18.73336495	TRUE	1886.97	-0.40564			
ENSDARG00000039887	Linear		334619	c1qbp	4052.78	55.3983	296491	0.001563224	-54.0169064	114.0338128	-1	73.15711854	TRUE	38.1761	-0.00300879			
ENSDARG00000101063	Linear		561325	cabz01058650.1	9136.96	0.614595	1.36E+08	0.001500599	-45.0605064	96.1210128	-1	14866.63575	TRUE	11.9025	-8.11E-04			
ENSDARG00000035622	Linear		140614	xbp1	3616.41	77.6024	168531	0.003992922	-58.5089064	123.0178128	1	46.60178036	TRUE	70.123	0.00432761			
ENSDARG00000058105	Linear		195819	rpl36a	458506	320292	656364	0.007973988	-107.1451064	220.2902128	1	1.431524983	TRUE	533.784	5.09E-04			
ENSDARG00000015524	Linear		140620	prps1a	326.288	210.052	506.845	0.241423892	-31.7023064	69.4046128	1	1.553367738	TRUE	16.122	0.010818			
ENSDARG00000004587	Linear		436638	kat5a	994.776	334.822	2955.54	0.032478064	-37.5119064	81.0238128	-1	2.971059249	TRUE	13.6386	-0.00489999			
ENSDARG00000016867	Linear		322325	rnf128a	395.977	239.824	653.803	0.248093541	-34.1641064	74.3282128	1	1.651114984	TRUE	10.4331	0.0102206			
