Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: DES_DeSeq_normDataF2
Work Source: DES_DeSeq_normDataF2_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 04/27/2022 18:45.17
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 768
Total Run Time: 18 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-15869	Metabolism of nucleotides	47	54	2	1	1	2	2	1	2	1	1	28	53	4810	0.95985	0.2759	0.2759	1.85	561810	dnph1	ENSDARG00000075730		92.0486	92.0486	92.0486		92.0486		33.5239	33.5239	33.5239		33.5239		252.744	252.744	252.744		252.74399999999997						92.0486	33.5239	252.744	0	1	0															1	561810	ENSDARG00000075730	92.0486	92.0486		33.5239	33.5239		252.744	252.744		92.0486	33.5239	252.744	0						Linear,1(1)	2.877150297164917	2.877150297164917	2.877150297164917	2.877150297164917	0.0	2.877150297164917	92.0486	92.0486	33.5239	33.5239	252.744	252.744	DOWN	0.0	1.0	0.0	
R-DRE-8956321	Nucleotide salvage	14	14	1	0	0	1	1	0	1	0	0	29	14	4849	0.92003	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1266738	Developmental Biology	170	204	11	8	4	9	9	8	11	1	1	28	203	4660	0.6575	0.71029	1.0	0.49	553656	hrasb	ENSDARG00000005651		41.759	41.759	41.759		41.759		24.7404	24.7404	24.7404		24.7404		70.4846	70.4846	70.4846		70.4846						41.759	24.7404	70.4846	1	0	1	553656	ENSDARG00000005651	41.759	41.759		24.7404	24.7404		70.4846	70.4846		41.759	24.7404	70.4846	0															0						Linear,1(1)	4.171412944793701	4.171412944793701	4.171412944793701	4.171412944793701	0.0	4.171412944793701	41.759	41.759	24.7404	24.7404	70.4846	70.4846	UP	1.0	0.0	0.0	
R-DRE-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	52	73	4	1	0	4	4	2	4	0	0	29	73	4790	0.6458	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-392499	Metabolism of proteins	795	976	54	34	17	41	41	30	54	6	6	23	970	3893	0.64561	0.53428	0.8197	0.61	559933;437015;403031;394141;378451;337461	pex14;trappc1;rab4a;dctn2;fbxl3a;nup35	ENSDARG00000028322;ENSDARG00000039005;ENSDARG00000019144;ENSDARG00000031388;ENSDARG00000103505;ENSDARG00000012222		44.448771	46.31585	0.201926	28.2576993349311	39.63539784676588	24.319151695281914	22.6176158	26.2357	0.0364948	11.944660215778175	21.589209451186722	10.533799336247368	90.27444166666668	81.9273	1.11725	72.35574116985065	75.2206118023284	61.363641463958324					58.814;51.2603;0.201926;30.7771;41.3714;84.2679	29.9372;27.8693;0.0364948;20.0664;24.6021;33.1942	115.545;94.2836;1.11725;47.2048;69.571;213.925	2	4	2	559933;378451	ENSDARG00000028322;ENSDARG00000103505	50.0927	50.0927	12.33378074152446	27.26965	27.26965	3.772485388308397	92.55799999999999	92.55799999999999	32.50852715827042	58.814;41.3714	29.9372;24.6021	115.545;69.571	4	437015;403031;394141;337461	ENSDARG00000039005;ENSDARG00000019144;ENSDARG00000031388;ENSDARG00000012222	41.6268065	41.0187	35.33083595324678	20.2915987	23.96785	14.53981459938033	89.13266250000001	70.7442	91.47735265664917	51.2603;0.201926;30.7771;84.2679	27.8693;0.0364948;20.0664;33.1942	94.2836;1.11725;47.2048;213.925	0						Hill,1(0.17);Linear,5(0.84)	Infinity	Infinity	1.5924749374389648	Infinity	NaN	2.8609853982925415	21.83790240598217	67.05963959401782	13.059897058004216	32.17533454199579	32.37779069650562	148.17109263682772	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-597592	Post-translational protein modification	594	751	43	25	13	33	33	25	43	6	6	23	745	4118	0.85482	0.27998	0.43531	0.8	559933;437015;403031;394141;378451;337461	pex14;trappc1;rab4a;dctn2;fbxl3a;nup35	ENSDARG00000028322;ENSDARG00000039005;ENSDARG00000019144;ENSDARG00000031388;ENSDARG00000103505;ENSDARG00000012222		44.448771	46.31585	0.201926	28.2576993349311	39.63539784676588	24.319151695281914	22.6176158	26.2357	0.0364948	11.944660215778175	21.589209451186722	10.533799336247368	90.27444166666668	81.9273	1.11725	72.35574116985065	75.2206118023284	61.363641463958324					58.814;51.2603;0.201926;30.7771;41.3714;84.2679	29.9372;27.8693;0.0364948;20.0664;24.6021;33.1942	115.545;94.2836;1.11725;47.2048;69.571;213.925	2	4	2	559933;378451	ENSDARG00000028322;ENSDARG00000103505	50.0927	50.0927	12.33378074152446	27.26965	27.26965	3.772485388308397	92.55799999999999	92.55799999999999	32.50852715827042	58.814;41.3714	29.9372;24.6021	115.545;69.571	4	437015;403031;394141;337461	ENSDARG00000039005;ENSDARG00000019144;ENSDARG00000031388;ENSDARG00000012222	41.6268065	41.0187	35.33083595324678	20.2915987	23.96785	14.53981459938033	89.13266250000001	70.7442	91.47735265664917	51.2603;0.201926;30.7771;84.2679	27.8693;0.0364948;20.0664;33.1942	94.2836;1.11725;47.2048;213.925	0						Hill,1(0.17);Linear,5(0.84)	Infinity	Infinity	1.5924749374389648	Infinity	NaN	2.8609853982925415	21.83790240598217	67.05963959401782	13.059897058004216	32.17533454199579	32.37779069650562	148.17109263682772	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-8957275	Post-translational protein phosphorylation	46	60	3	0	0	3	3	1	3	0	0	29	60	4803	0.69843	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-109581	Apoptosis	56	71	3	2	0	3	3	3	3	0	0	29	71	4792	0.65364	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-109606	Intrinsic Pathway for Apoptosis	22	28	1	1	0	1	1	1	1	0	0	29	28	4835	0.84625	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-111447	Activation of BAD and translocation to mitochondria 	11	11	1	1	0	1	1	1	1	0	0	29	11	4852	0.93663	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-114452	Activation of BH3-only proteins	15	15	1	1	0	1	1	1	1	0	0	29	15	4848	0.91456	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1227986	Signaling by ERBB2	23	27	3	2	1	3	3	3	3	1	1	28	26	4837	0.98913	0.14868	0.14868	3.7	553656	hrasb	ENSDARG00000005651		41.759	41.759	41.759		41.759		24.7404	24.7404	24.7404		24.7404		70.4846	70.4846	70.4846		70.4846						41.759	24.7404	70.4846	1	0	1	553656	ENSDARG00000005651	41.759	41.759		24.7404	24.7404		70.4846	70.4846		41.759	24.7404	70.4846	0															0						Linear,1(1)	4.171412944793701	4.171412944793701	4.171412944793701	4.171412944793701	0.0	4.171412944793701	41.759	41.759	24.7404	24.7404	70.4846	70.4846	UP	1.0	0.0	0.0	
R-DRE-1257604	PIP3 activates AKT signaling	113	159	10	6	3	6	6	6	10	0	0	29	159	4704	0.3825	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1280215	Cytokine Signaling in Immune system	134	205	11	7	4	6	6	5	11	0	0	29	205	4658	0.28791	1.0	0.63261	0.0																														0	0	0															0															0																							
R-DRE-1280218	Adaptive Immune System	247	364	21	13	6	17	17	12	21	2	2	27	362	4501	0.63243	0.64701	1.0	0.55	553656;378451	hrasb;fbxl3a	ENSDARG00000005651;ENSDARG00000103505		41.565200000000004	41.565200000000004	41.3714	0.274074588386654	41.56350421096713	0.27406409578670593	24.67125	24.67125	24.6021	0.09779286783765195	24.67064492357264	0.0977891239598723	70.0278	70.0278	69.571	0.6460127552930188	70.02380290799685	0.6459880235035376					41.759;41.3714	24.7404;24.6021	70.4846;69.571	2	0	2	553656;378451	ENSDARG00000005651;ENSDARG00000103505	41.565200000000004	41.565200000000004	0.274074588386654	24.67125	24.67125	0.09779286783765195	70.0278	70.0278	0.6460127552930188	41.759;41.3714	24.7404;24.6021	70.4846;69.571	0															0						Linear,2(1)	3.753838506189534	7.549477815628052	3.3780648708343506	4.171412944793701	0.5609818029379434	3.774738907814026	41.18535200000001	41.945048	24.535716	24.806784	69.13247199999999	70.923128	UP	1.0	0.0	0.0	
R-DRE-162582	Signal Transduction	917	1352	56	40	24	40	40	35	56	10	10	19	1342	3521	0.84958	0.26211	0.40853	0.74	80963;767657;751645;553656;550506;445170;436667;404604;403031;100005849	rnd3a;abhd12;rnd2;hrasb;nsmaf;polr2eb;b9d2;clasp2;rab4a;rhov	ENSDARG00000076799;ENSDARG00000071004;ENSDARG00000070735;ENSDARG00000005651;ENSDARG00000051920;ENSDARG00000026183;ENSDARG00000017385;ENSDARG00000020345;ENSDARG00000019144;ENSDARG00000070434		54.2038826	52.301950000000005	0.201926	25.423215627876758	52.269191112050464	19.492579426705188	25.321459479999998	27.381500000000003	0.0364948	9.666700157916754	25.889446231102184	7.492839483418555	120.295145	97.11930000000001	1.11725	73.66534586029525	108.99174547053055	58.0716823675335					72.0116;84.515;60.6068;41.759;40.6531;50.7841;48.2892;53.8198;0.201926;89.3983	32.056;33.067;22.0961;24.7404;24.4822;27.7952;26.9678;28.5511;0.0364948;33.4223	161.769;216.009;166.237;70.4846;67.5052;92.7866;86.4678;101.452;1.11725;239.123	5	5	5	751645;553656;445170;436667;404604	ENSDARG00000070735;ENSDARG00000005651;ENSDARG00000026183;ENSDARG00000017385;ENSDARG00000020345	51.05178	50.7841	6.946574747456443	26.03012	26.9678	2.6215445060116993	103.4856	92.7866	36.861273206985125	60.6068;41.759;50.7841;48.2892;53.8198	22.0961;24.7404;27.7952;26.9678;28.5511	166.237;70.4846;92.7866;86.4678;101.452	5	80963;767657;550506;403031;100005849	ENSDARG00000076799;ENSDARG00000071004;ENSDARG00000051920;ENSDARG00000019144;ENSDARG00000070434	57.3559852	72.0116	37.16410205042087	24.61279896	32.056	14.217013116100919	137.10468999999998	161.769	100.72068648696504	72.0116;84.515;40.6531;0.201926;89.3983	32.056;33.067;24.4822;0.0364948;33.4223	161.769;216.009;67.5052;1.11725;239.123	0						Hill,1(0.1);Linear,9(0.9)	Infinity	Infinity	1.9996205568313599	Infinity	NaN	3.631503105163574	38.446410301383054	69.96135489861693	19.329976648442454	31.312942311557542	74.6368906016526	165.95339939834741	CONFLICT	0.5	0.5	0.0	
