Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF
Work Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF_williams_0.05_NOMTC_foldfilter1.5_BMD_1
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 07/14/2023 21:01.03
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2183
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0005789	5	endoplasmic reticulum membrane	395	418	5	4	3	5	5	5	5	3	3	87	415	18571	0.86461	0.31565	0.45115	0.72	100535246;445287;393481	si:ch73-352p18.4;hpdb;cyp2k6	ENSDARG00000088584;ENSDARG00000044935;ENSDARG00000098995		1.3317766666666666	0.729259	0.422801	1.317929512141804	1.2385285110065192	1.2237669831521447	0.765313	0.234041	0.211198	0.9400421030406031	0.6751545606055457	0.8896871362605268	2.495644	2.27233	0.846412	1.7714773290302082	2.50318635183098	1.5765369103042577									0.422801;0.729259;2.84327	0.211198;0.234041;1.8507	0.846412;2.27233;4.36819	2	1	2	100535246;393481	ENSDARG00000088584;ENSDARG00000098995	1.6330355	1.6330355	1.7115300435518213	1.0309490000000001	1.0309490000000001	1.159302981968907	2.607301	2.607301	2.490273105633597	0.422801;2.84327	0.211198;1.8507	0.846412;4.36819	1	445287	ENSDARG00000044935	0.729259	0.729259		0.234041	0.234041		2.27233	2.27233		0.729259	0.234041	2.27233	0						Linear,1(0.34);Poly 2,2(0.67)	1.8642626477602169	5.612805366516113	1.7039411067962646	2.086063861846924	0.1955560373509093	1.8228003978729248	-0.15960097220505776	2.8231543055383916	-0.2984447800305453	1.8290707800305452	0.49102869095333634	4.500259309046664	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0005794	6	Golgi apparatus	507	571	5	4	3	5	5	4	5	3	3	87	568	18418	0.71665	0.50787	0.75224	0.53	797513;570968;553211	b3gnt2l;rnf144aa;st8sia4	ENSDARG00000068219;ENSDARG00000020600;ENSDARG00000103600		0.6521450000000001	0.565326	0.451288	0.25557636254747795	0.6083058332575954	0.23850032307464228	0.22137566666666667	0.216629	0.216157	0.008633458017116997	0.2213821480213248	0.0085807140621649	2.135943	1.38148	0.940139	1.7033354038582653	1.8543353391709074	1.570998743841046									0.939821;0.451288;0.565326	0.216157;0.216629;0.231341	4.08621;0.940139;1.38148	0	3	0															3	797513;570968;553211	ENSDARG00000068219;ENSDARG00000020600;ENSDARG00000103600	0.6521450000000001	0.565326	0.25557636254747795	0.22137566666666667	0.216629	0.008633458017116997	2.135943	1.38148	1.7033354038582653	0.939821;0.451288;0.565326	0.216157;0.216629;0.231341	4.08621;0.940139;1.38148	0						Poly 2,3(1)	3.6609076372012477	16.339738249778748	1.9865413904190063	12.35396957397461	5.981978712993126	1.9992272853851318	0.3629331198380279	0.9413568801619723	0.21160598921863505	0.23114534411469828	0.20843753828193257	4.0634484617180675	DOWN	0.0	1.0	0.0	
GO:0005813	4	centrosome	173	182	4	4	2	2	2	2	4	0	0	90	182	18804	0.42113	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005815	3	microtubule organizing center	254	274	4	4	2	2	2	2	4	0	0	90	274	18712	0.27113	1.0	0.64271	0.0																																		0	0	0															0															0																							
GO:0005829	3	cytosol	826	901	12	11	5	11	11	10	12	4	4	86	897	18089	0.57869	0.62001	1.0	0.44	100151256;562460;560202;30671	cmbl;ppp2r5a;ghrb;hsp70.3	ENSDARG00000073786;ENSDARG00000027017;ENSDARG00000007671;ENSDARG00000021924		2.4923824999999997	2.225377	0.459226	2.2953596145024857	3.1646227453473363	2.495081264364976	1.3641135	1.2626945	0.217815	1.3221217580410913	1.6993615024184276	1.3753410913979647	4.622405499999999	4.043295	0.968202	3.9773337476456523	5.92320341594564	4.516890204665559									3.7969;0.653854;0.459226;5.05955	2.28477;0.240619;0.217815;2.71325	6.30981;1.77678;0.968202;9.43483	2	2	2	100151256;30671	ENSDARG00000073786;ENSDARG00000021924	4.428224999999999	4.428224999999999	0.892828377265199	2.49901	2.49901	0.302981113602808	7.87232	7.87232	2.2097228333435885	3.7969;5.05955	2.28477;2.71325	6.30981;9.43483	2	562460;560202	ENSDARG00000027017;ENSDARG00000007671	0.55654	0.55654	0.13762277860877536	0.229217	0.229217	0.016124863038178356	1.3724910000000001	1.3724910000000001	0.5717509869182555	0.653854;0.459226	0.240619;0.217815	1.77678;0.968202	0						Linear,2(0.5);Poly 2,2(0.5)	2.4590625304955176	12.68018662929535	1.6219165325164795	7.615251064300537	2.964189155503875	1.7215095162391663	0.24293007778756381	4.741834922212435	0.06843417711973054	2.659792822880269	0.7246184273072611	8.520192572692737	CONFLICT	0.5	0.5	0.0	
GO:0005834	5	heterotrimeric G-protein complex	41	46	2	2	0	2	2	2	2	0	0	90	46	18940	0.80429	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005856	6	cytoskeleton	672	735	8	8	2	7	7	7	8	1	1	89	734	18252	0.13353	0.97112	0.26723	0.14	561905	mlpha	ENSDARG00000070991		0.425567	0.425567	0.425567		0.425567		0.210968	0.210968	0.210968		0.21096799999999996		0.858456	0.858456	0.858456		0.858456										0.425567	0.210968	0.858456	0	1	0															1	561905	ENSDARG00000070991	0.425567	0.425567		0.210968	0.210968		0.858456	0.858456		0.425567	0.210968	0.858456	0						Poly 2,1(1)	1.6370755434036255	1.6370755434036255	1.6370755434036255	1.6370755434036255	0.0	1.6370755434036255	0.425567	0.425567	0.210968	0.210968	0.858456	0.858456	DOWN	0.0	1.0	0.0	
GO:0005871	4	kinesin complex	44	47	1	1	0	1	1	1	1	0	0	90	47	18939	0.80048	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005874	7	microtubule	205	226	4	4	0	4	4	4	4	0	0	90	226	18760	0.34125	1.0	0.63003	0.0																																		0	0	0															0															0																							
GO:0005875	3	microtubule associated complex	104	118	3	3	0	3	3	3	3	0	0	90	118	18868	0.57135	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005876	8	spindle microtubule	29	30	2	2	0	2	2	2	2	0	0	90	30	18956	0.86764	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005886	4	plasma membrane	1905	2383	25	23	14	22	22	22	25	12	12	78	2371	16615	0.66809	0.45156	0.75013	0.5	572278;567242;564249;560912;560719;554230;553940;474346;445151;393136;30689;30671	cx52.7;cnga3a;lyve1b;si:dkey-92j12.5;si:dkey-206f10.1;kdr;pcdh1gb9;mag;entpd1;cpne3;epha2a;hsp70.3	ENSDARG00000057792;ENSDARG00000070726;ENSDARG00000062483;ENSDARG00000094677;ENSDARG00000032838;ENSDARG00000017321;ENSDARG00000088475;ENSDARG00000104023;ENSDARG00000045066;ENSDARG00000104177;ENSDARG00000017354;ENSDARG00000021924		1.9620760833333335	1.0082635	0.172267	1.6514793724499064	2.01572369983605	1.7755803779237322	1.0400349166666667	0.2246035	0.116021	1.0593885721240304	0.9885267715046713	1.1050334549422394	4.279675583333334	4.128445	0.255781	2.611888302019387	4.861319739050506	2.7577205000759855									3.90989;3.34308;0.948687;2.60462;3.61994;0.933474;1.06784;0.44683;0.908682;0.530053;0.172267;5.05955	2.3298;2.09081;0.211494;1.72633;2.2117;0.217766;0.198097;0.215944;0.221095;0.228112;0.116021;2.71325	6.56161;5.3454;4.25547;3.92975;5.92486;4.00142;5.75614;0.924576;3.73461;1.23166;0.255781;9.43483	2	10	2	30689;30671	ENSDARG00000017354;ENSDARG00000021924	2.6159084999999997	2.6159084999999997	3.455830950877734	1.4146355	1.4146355	1.8365182381943554	4.8453055	4.8453055	6.490567792743598	0.172267;5.05955	0.116021;2.71325	0.255781;9.43483	10	572278;567242;564249;560912;560719;554230;553940;474346;445151;393136	ENSDARG00000057792;ENSDARG00000070726;ENSDARG00000062483;ENSDARG00000094677;ENSDARG00000032838;ENSDARG00000017321;ENSDARG00000088475;ENSDARG00000104023;ENSDARG00000045066;ENSDARG00000104177	1.8313096000000002	1.0082635	1.3756802496323364	0.9651148	0.2246035	0.9795557350211596	4.166549600000001	4.128445	1.8899219844561	3.90989;3.34308;0.948687;2.60462;3.61994;0.933474;1.06784;0.44683;0.908682;0.530053	2.3298;2.09081;0.211494;1.72633;2.2117;0.217766;0.198097;0.215944;0.221095;0.228112	6.56161;5.3454;4.25547;3.92975;5.92486;4.00142;5.75614;0.924576;3.73461;1.23166	0						Linear,5(0.42);Poly 2,7(0.59)	2.2924120077572265	30.484028339385986	1.5608360767364502	7.615251064300537	1.627136579949574	2.2054977416992188	1.0276636642931667	2.8964885023735	0.440629404920289	1.6394404284130448	2.8018606573544886	5.757490509312179	DOWN	0.16666666666666666	0.8333333333333334	0.0	
GO:0005887	5	integral component of plasma membrane	654	942	19	16	9	16	16	15	19	8	8	82	934	18052	0.96654	0.076423	0.086794	0.85	567635;564970;560719;554230;553940;445158;402973;30689	tmem130;slc2a11b;si:dkey-206f10.1;kdr;pcdh1gb9;slc16a9b;nrp1b;epha2a	ENSDARG00000103789;ENSDARG00000063288;ENSDARG00000032838;ENSDARG00000017321;ENSDARG00000088475;ENSDARG00000104687;ENSDARG00000027290;ENSDARG00000017354		2.225405875	1.780745	0.172267	1.7741356012921126	1.8469749932383221	1.4556707824581672	1.213469125	0.9493145000000001	0.116021	1.1258608102996999	0.9132985422924719	1.0127728886981642	4.610060125	4.878780000000001	0.255781	2.7965145385395327	4.757259245854271	2.1175513457576876									4.37519;2.49365;3.61994;0.933474;1.06784;4.56194;0.578946;0.172267	2.50284;1.66598;2.2117;0.217766;0.198097;2.5627;0.232649;0.116021	7.64824;3.7325;5.92486;4.00142;5.75614;8.12084;1.4407;0.255781	3	5	3	567635;564970;30689	ENSDARG00000103789;ENSDARG00000063288;ENSDARG00000017354	2.3470356666666667	2.49365	2.1052938650070523	1.4282803333333334	1.66598	1.2110334773821625	3.8788403333333332	3.7325	3.6984015650738	4.37519;2.49365;0.172267	2.50284;1.66598;0.116021	7.64824;3.7325;0.255781	5	560719;554230;553940;445158;402973	ENSDARG00000032838;ENSDARG00000017321;ENSDARG00000088475;ENSDARG00000104687;ENSDARG00000027290	2.152428	1.06784	1.8095141016632061	1.0845824	0.232649	1.1956424295558852	5.048792000000001	5.75614	2.4910154171983745	3.61994;0.933474;1.06784;4.56194;0.578946	2.2117;0.217766;0.198097;2.5627;0.232649	5.92486;4.00142;5.75614;8.12084;1.4407	0						Linear,4(0.5);Poly 2,4(0.5)	2.0551531636190576	16.637000560760498	1.5271762609481812	2.48038649559021	0.3323631153354871	2.0856416821479797	0.9959926268702373	3.4548191231297634	0.4332873876376031	1.9936508623623965	2.672174418989689	6.547945831010312	DOWN	0.375	0.625	0.0	
GO:0005892	5	acetylcholine-gated channel complex	10	12	1	1	0	1	1	1	1	0	0	90	12	18974	0.94482	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005911	5	cell-cell junction	216	251	4	3	2	4	4	4	4	2	2	88	249	18737	0.88448	0.33224	0.33224	0.8	572278;560912	cx52.7;si:dkey-92j12.5	ENSDARG00000057792;ENSDARG00000094677		3.257255	3.257255	2.60462	0.9229652682793661	3.104919637160287	0.8974702005676756	2.028065	2.028065	1.72633	0.42671772924264706	1.957635264073424	0.4149305062834327	5.24568	5.24568	3.92975	1.8610060531336268	4.938521061203177	1.8095994867468366									3.90989;2.60462	2.3298;1.72633	6.56161;3.92975	0	2	0															2	572278;560912	ENSDARG00000057792;ENSDARG00000094677	3.257255	3.257255	0.9229652682793661	2.028065	2.028065	0.42671772924264706	5.24568	5.24568	1.8610060531336268	3.90989;2.60462	2.3298;1.72633	6.56161;3.92975	0						Linear,2(1)	2.2686785152991615	4.541172504425049	2.1775286197662354	2.3636438846588135	0.13160336588787258	2.2705862522125244	1.9780904000000001	4.536419599999999	1.4366643999999997	2.6194656	2.6664572000000004	7.8249028	DOWN	0.0	1.0	0.0	
GO:0005912	6	adherens junction	80	84	1	1	0	1	1	1	1	0	0	90	84	18902	0.67158	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005921	6	gap junction	24	37	1	1	1	1	1	1	1	1	1	89	36	18950	0.98683	0.16066	0.16066	2.7	572278	cx52.7	ENSDARG00000057792		3.90989	3.90989	3.90989		3.90989		2.3298	2.3298	2.3298		2.3298		6.56161	6.56161	6.56161		6.56161										3.90989	2.3298	6.56161	0	1	0															1	572278	ENSDARG00000057792	3.90989	3.90989		2.3298	2.3298		6.56161	6.56161		3.90989	2.3298	6.56161	0						Linear,1(1)	2.3636438846588135	2.3636438846588135	2.3636438846588135	2.3636438846588135	0.0	2.3636438846588135	3.90989	3.90989	2.3298	2.3298	6.56161	6.56161	DOWN	0.0	1.0	0.0	
GO:0005922	5	connexin complex	20	34	1	1	1	1	1	1	1	1	1	89	33	18953	0.9888	0.14865	0.14865	2.94	572278	cx52.7	ENSDARG00000057792		3.90989	3.90989	3.90989		3.90989		2.3298	2.3298	2.3298		2.3298		6.56161	6.56161	6.56161		6.56161										3.90989	2.3298	6.56161	0	1	0															1	572278	ENSDARG00000057792	3.90989	3.90989		2.3298	2.3298		6.56161	6.56161		3.90989	2.3298	6.56161	0						Linear,1(1)	2.3636438846588135	2.3636438846588135	2.3636438846588135	2.3636438846588135	0.0	2.3636438846588135	3.90989	3.90989	2.3298	2.3298	6.56161	6.56161	DOWN	0.0	1.0	0.0	
GO:0005923	7	bicellular tight junction	67	83	1	1	1	1	1	1	1	1	1	89	82	18904	0.94142	0.32522	0.32522	1.2	560912	si:dkey-92j12.5	ENSDARG00000094677		2.60462	2.60462	2.60462		2.6046199999999997		1.72633	1.72633	1.72633		1.72633		3.92975	3.92975	3.92975		3.92975										2.60462	1.72633	3.92975	0	1	0															1	560912	ENSDARG00000094677	2.60462	2.60462		1.72633	1.72633		3.92975	3.92975		2.60462	1.72633	3.92975	0						Linear,1(1)	2.1775286197662354	2.1775286197662354	2.1775286197662354	2.1775286197662354	0.0	2.1775286197662354	2.60462	2.60462	1.72633	1.72633	3.92975	3.92975	DOWN	0.0	1.0	0.0	
GO:0005925	6	focal adhesion	59	64	1	1	1	1	1	1	1	1	1	89	63	18923	0.96326	0.26152	0.26152	1.56	402973	nrp1b	ENSDARG00000027290		0.578946	0.578946	0.578946		0.578946		0.232649	0.232649	0.232649		0.23264900000000002		1.4407	1.4407	1.4407		1.4407										0.578946	0.232649	1.4407	0	1	0															1	402973	ENSDARG00000027290	0.578946	0.578946		0.232649	0.232649		1.4407	1.4407		0.578946	0.232649	1.4407	0						Poly 2,1(1)	2.3552019596099854	2.3552019596099854	2.3552019596099854	2.3552019596099854	0.0	2.3552019596099854	0.578946	0.578946	0.232649	0.232649	1.4407	1.4407	DOWN	0.0	1.0	0.0	
GO:0005929	5	cilium	137	172	2	2	0	2	2	2	2	0	0	90	172	18814	0.44172	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005938	4	cell cortex	72	83	1	1	0	1	1	1	1	0	0	90	83	18903	0.67478	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0005942	4	phosphatidylinositol 3-kinase complex	26	33	2	2	2	2	2	2	2	2	2	88	31	18955	0.9995	0.01057	0.01057	6.06	100136861;100000252	cishb;pik3r3b	ENSDARG00000016773;ENSDARG00000034409		1.762507	1.762507	0.593134	1.6537431560729134	1.3523386273070443	1.54867370299325	1.0643795	1.0643795	0.233289	1.1753394566594366	0.7728668364225315	1.1006650591021956	3.0215	3.0215	1.50804	2.1403556581091836	2.4906399362428573	2.004369608783652	0.5	1.762507			1.0643795		3.0215		0.593134;2.93188	0.233289;1.89547	1.50804;4.53496	0	2	0															2	100136861;100000252	ENSDARG00000016773;ENSDARG00000034409	1.762507	1.762507	1.6537431560729134	1.0643795	1.0643795	1.1753394566594366	3.0215	3.0215	2.1403556581091836	0.593134;2.93188	0.233289;1.89547	1.50804;4.53496	0						Linear,1(0.5);Poly 2,1(0.5)	1.8317089502665669	3.732851505279541	1.5081138610839844	2.2247376441955566	0.5067295365977504	1.8664257526397705	-0.5294640799999997	4.05447808	-0.5645578799999995	2.6933168799999994	0.055118400000000456	5.987881599999999	DOWN	0.0	1.0	0.0	
GO:0005963	4	magnesium-dependent protein serine/threonine phosphatase complex	28	28	1	1	1	1	1	1	1	1	1	89	27	18959	0.99232	0.12411	0.12411	3.57	562460	ppp2r5a	ENSDARG00000027017		0.653854	0.653854	0.653854		0.653854		0.240619	0.240619	0.240619		0.240619		1.77678	1.77678	1.77678		1.77678										0.653854	0.240619	1.77678	0	1	0															1	562460	ENSDARG00000027017	0.653854	0.653854		0.240619	0.240619		1.77678	1.77678		0.653854	0.240619	1.77678	0						Poly 2,1(1)	1.6219165325164795	1.6219165325164795	1.6219165325164795	1.6219165325164795	0.0	1.6219165325164795	0.653854	0.653854	0.240619	0.240619	1.77678	1.77678	DOWN	0.0	1.0	0.0	
GO:0005975	4	carbohydrate metabolic process	287	336	4	4	2	4	4	4	4	2	2	88	334	18652	0.78839	0.47242	0.67368	0.6	797513;553211	b3gnt2l;st8sia4	ENSDARG00000068219;ENSDARG00000103600		0.7525735	0.7525735	0.565326	0.2648079540204564	0.7243268860169978	0.26177759665313327	0.22374899999999998	0.22374899999999998	0.216157	0.01073670936553754	0.2248942665234994	0.010613842715072942	2.733845	2.733845	1.38148	1.912532924278691	2.529838366431473	1.8906466548168315									0.939821;0.565326	0.216157;0.231341	4.08621;1.38148	0	2	0															2	797513;553211	ENSDARG00000068219;ENSDARG00000103600	0.7525735	0.7525735	0.2648079540204564	0.22374899999999998	0.22374899999999998	0.01073670936553754	2.733845	2.733845	1.912532924278691	0.939821;0.565326	0.216157;0.231341	4.08621;1.38148	0						Poly 2,2(1)	4.969747785864769	14.353196859359741	1.9992272853851318	12.35396957397461	7.32190848970073	7.176598429679871	0.38556840000000003	1.1195786	0.20886867999999997	0.23862931999999998	0.0832096	5.3844804	DOWN	0.0	1.0	0.0	
GO:0005976	5	polysaccharide metabolic process	40	50	1	1	1	1	1	1	1	1	1	89	49	18937	0.97671	0.21082	0.21082	2.0	797513	b3gnt2l	ENSDARG00000068219		0.939821	0.939821	0.939821		0.939821		0.216157	0.216157	0.216157		0.216157		4.08621	4.08621	4.08621		4.08621										0.939821	0.216157	4.08621	0	1	0															1	797513	ENSDARG00000068219	0.939821	0.939821		0.216157	0.216157		4.08621	4.08621		0.939821	0.216157	4.08621	0						Poly 2,1(1)	12.35396957397461	12.35396957397461	12.35396957397461	12.35396957397461	0.0	12.35396957397461	0.939821	0.939821	0.216157	0.216157	4.08621	4.08621	DOWN	0.0	1.0	0.0	
GO:0005996	4	monosaccharide metabolic process	71	77	1	1	0	1	1	1	1	0	0	90	77	18909	0.69429	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006000	6	fructose metabolic process	10	11	1	1	0	1	1	1	1	0	0	90	11	18975	0.9493	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006003	5	fructose 2,6-bisphosphate metabolic process	8	9	1	1	0	1	1	1	1	0	0	90	9	18977	0.95832	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006022	5	aminoglycan metabolic process	54	75	1	1	1	1	1	1	1	1	1	89	74	18912	0.95108	0.29909	0.29909	1.33	797513	b3gnt2l	ENSDARG00000068219		0.939821	0.939821	0.939821		0.939821		0.216157	0.216157	0.216157		0.216157		4.08621	4.08621	4.08621		4.08621										0.939821	0.216157	4.08621	0	1	0															1	797513	ENSDARG00000068219	0.939821	0.939821		0.216157	0.216157		4.08621	4.08621		0.939821	0.216157	4.08621	0						Poly 2,1(1)	12.35396957397461	12.35396957397461	12.35396957397461	12.35396957397461	0.0	12.35396957397461	0.939821	0.939821	0.216157	0.216157	4.08621	4.08621	DOWN	0.0	1.0	0.0	
GO:0006023	6	aminoglycan biosynthetic process	31	41	1	1	1	1	1	1	1	1	1	89	40	18946	0.98398	0.17642	0.17642	2.44	797513	b3gnt2l	ENSDARG00000068219		0.939821	0.939821	0.939821		0.939821		0.216157	0.216157	0.216157		0.216157		4.08621	4.08621	4.08621		4.08621										0.939821	0.216157	4.08621	0	1	0															1	797513	ENSDARG00000068219	0.939821	0.939821		0.216157	0.216157		4.08621	4.08621		0.939821	0.216157	4.08621	0						Poly 2,1(1)	12.35396957397461	12.35396957397461	12.35396957397461	12.35396957397461	0.0	12.35396957397461	0.939821	0.939821	0.216157	0.216157	4.08621	4.08621	DOWN	0.0	1.0	0.0	
GO:0006066	4	alcohol metabolic process	153	173	3	2	1	3	3	2	3	1	1	89	172	18814	0.80343	0.56039	0.56039	0.58	64263	gch2	ENSDARG00000099101		2.82706	2.82706	2.82706		2.82706		1.8426	1.8426	1.8426		1.8426		4.33749	4.33749	4.33749		4.33749										2.82706	1.8426	4.33749	1	0	1	64263	ENSDARG00000099101	2.82706	2.82706		1.8426	1.8426		4.33749	4.33749		2.82706	1.8426	4.33749	0															0						Linear,1(1)	2.5328965187072754	2.5328965187072754	2.5328965187072754	2.5328965187072754	0.0	2.5328965187072754	2.82706	2.82706	1.8426	1.8426	4.33749	4.33749	UP	1.0	0.0	0.0	
GO:0006082	4	organic acid metabolic process	507	564	10	10	6	9	9	9	10	5	5	85	559	18427	0.9495	0.1279	0.19461	0.89	799957;554036;445287;399485;393481	cyp2ad6;cyp26c1;hpdb;cyp2p10;cyp2k6	ENSDARG00000042956;ENSDARG00000056029;ENSDARG00000044935;ENSDARG00000042990;ENSDARG00000098995		0.9374372000000001	0.451483	0.316143	1.0777609049507222	0.7708588685970852	0.9165623506682099	0.535031	0.216613	0.181287	0.7357687532795205	0.4212017831903644	0.6212005904230424	1.7516852	0.941021	0.551318	1.6189015131068663	1.521637790868174	1.4418745965587734									0.451483;0.347031;0.729259;0.316143;2.84327	0.216613;0.192514;0.234041;0.181287;1.8507	0.941021;0.625567;2.27233;0.551318;4.36819	3	2	3	554036;399485;393481	ENSDARG00000056029;ENSDARG00000042990;ENSDARG00000098995	1.1688146666666668	0.347031	1.450203094270707	0.7415003333333333	0.192514	0.9606114910734378	1.8483583333333335	0.625567	2.1825539969843435	0.347031;0.316143;2.84327	0.192514;0.181287;1.8507	0.625567;0.551318;4.36819	2	799957;445287	ENSDARG00000042956;ENSDARG00000044935	0.590371	0.590371	0.19641729325087467	0.225327	0.225327	0.012323456982519335	1.6066755000000001	1.6066755000000001	0.9413776217546815	0.451483;0.729259	0.216613;0.234041	0.941021;2.27233	0						Linear,1(0.2);Poly 2,4(0.8)	1.8569537140650303	9.379435658454895	1.5749021768569946	2.298490285873413	0.3035114226196483	1.7160382270812988	-0.007261885608909946	1.8821362856089099	-0.10989874763688534	1.1799607476368854	0.33265545778378613	3.1707149422162137	UP	0.6	0.4	0.0	
GO:0006084	8	acetyl-CoA metabolic process	19	19	1	1	0	1	1	1	1	0	0	90	19	18967	0.91403	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006085	8	acetyl-CoA biosynthetic process	10	10	1	1	0	1	1	1	1	0	0	90	10	18976	0.9538	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006091	4	generation of precursor metabolites and energy	151	158	1	0	0	1	1	0	1	0	0	90	158	18828	0.47222	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0006109	6	regulation of carbohydrate metabolic process	34	36	1	1	1	1	1	1	1	1	1	89	35	18951	0.9875	0.15668	0.15668	2.78	393971	pdk2b	ENSDARG00000059054		0.782001	0.782001	0.782001		0.782001		0.229878	0.229878	0.229878		0.229878		2.66022	2.66022	2.66022		2.66022										0.782001	0.229878	2.66022	0	1	0															1	393971	ENSDARG00000059054	0.782001	0.782001		0.229878	0.229878		2.66022	2.66022		0.782001	0.229878	2.66022	0						Poly 2,1(1)	2.5684454441070557	2.5684454441070557	2.5684454441070557	2.5684454441070557	0.0	2.5684454441070557	0.782001	0.782001	0.229878	0.229878	2.66022	2.66022	DOWN	0.0	1.0	0.0	
GO:0006120	8	mitochondrial electron transport, NADH to ubiquinone	15	15	1	0	0	1	1	0	1	0	0	90	15	18971	0.9315	1.0	1.0	0.0																																		0	0	0															0															0																							
